Importers,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017
World,36,0,104,135,70
Thailand,0,0,0,49,70
China,13,0,73,0,0
"Taipei, Chinese",24,0,0,87,0
India,0,0,30,0,0
HHI,0.174394615,0,0.176781046,0.111037101,1
