Importers,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019
World,13,500,40,762,6,9,271,114,66,4,2,0
"Iran, Islamic Republic of",6,0,0,0,0,0,0,0,0,0,0,0
Pakistan,7,29,40,746,3,0,271,114,66,4,0,0
India,0,472,0,17,3,4,0,0,0,0,0,0
Tajikistan,0,0,0,0,0,5,0,0,0,0,2,0
HHI,0.007132109,0.814881686,1,0.929178254,0,0.014856839,1,1,1,1,1,0
