Importers,Exported value in 2001,Exported value in 2002,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018
World,3,9,35,8,7,9,138,448,49,48,87,99,122,120,88,64,106,105
Australia,3,3,8,8,7,9,19,79,20,27,52,68,89,85,77,50,54,61
"Hong Kong, China",0,0,0,0,0,0,3,1,0,5,0,6,5,21,11,0,47,37
Malaysia,0,0,0,0,0,0,0,74,0,0,0,0,1,5,0,2,1,7
China,0,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,0,0
Fiji,0,6,27,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Kiribati,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,13,0,0
"Korea, Republic of",0,0,0,0,0,0,0,2,0,0,0,11,15,0,0,0,0,0
New Zealand,0,0,0,0,0,0,8,47,6,15,30,13,10,0,0,0,4,0
Papua New Guinea,0,0,0,0,0,0,0,202,23,0,0,0,0,0,0,0,0,0
India,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,0,38,0,0,0,0,1,8,0,0,0,0
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HHI,1,0.130590976,0.332790062,1,1,1,0.607342196,0.293668048,0.133959817,0.304372987,0.270242592,0.476725256,0.590998143,0.467707964,0.603553391,0.545318821,0.35297623,0.249334925
