Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,1724,2467,8042,5136,7138,8439,12751,12057,21467,25578,14050,13064,10788,12602,10085,10102,16035,19844,23478,25070
Kenya,919,818,3356,836,1664,1997,4280,3442,4250,5611,3603,2525,0,3206,2958,3940,3028,3160,4448,6150
"Tanzania, United Republic of",0,12,10,4,143,147,220,305,516,318,385,161,0,140,797,283,201,2739,2343,5046
Uganda,76,436,827,1028,1635,981,786,1233,1704,805,1413,1594,0,2885,2027,1770,2015,1048,4692,3828
China,0,185,496,513,816,896,402,2440,3769,8483,1684,2904,2270,4458,1846,1673,3336,3192,8157,3014
India,0,175,4,392,130,127,44,382,607,558,203,429,935,577,855,765,5211,4878,931,2996
Egypt,0,0,32,55,150,126,2195,111,98,170,70,0,27,0,35,2,0,529,363,950
Belgium,297,188,634,448,1171,629,1801,577,790,2421,307,155,257,140,168,73,124,428,90,530
Tunisia,0,0,0,0,41,0,0,0,0,0,41,0,144,0,24,122,296,66,474,417
United Arab Emirates,28,19,172,231,322,507,94,79,180,166,425,261,200,160,153,211,296,358,318,310
France,41,131,91,17,29,282,1227,2382,1182,829,836,266,2278,350,443,386,101,160,204,276
Denmark,0,0,33,49,43,0,4,0,1,1,0,1,2,0,11,73,61,4,77,254
Germany,0,313,90,17,7,481,0,32,14,620,373,141,74,164,112,118,77,65,30,205
Italy,65,32,945,110,84,260,28,35,87,275,501,359,2747,98,84,182,147,215,158,199
Rwanda,0,0,6,5,4,4,127,17,49,125,88,33,0,91,72,137,193,196,134,199
Türkiye,0,0,0,0,0,0,0,91,980,832,167,43,86,47,15,0,157,58,49,145
South Africa,230,69,546,81,17,15,76,23,121,28,44,1382,27,119,83,87,31,36,55,143
Malawi,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,103
Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,64
United States of America,2,46,93,399,5,27,907,46,3567,2147,3245,56,230,2,230,9,3,29,91,50
Japan,0,0,1,1,0,2,2,0,70,18,0,0,0,0,1,0,2,2157,1,47
Netherlands,0,4,438,50,43,13,4,1,1060,240,1,3,13,75,9,71,24,8,86,39
Senegal,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,21,0,1,16
United Kingdom,21,6,128,63,494,1,4,0,0,14,6,6,19,2,0,3,12,10,3,16
Djibouti,0,0,0,0,0,0,0,160,57,0,0,0,0,0,0,0,0,0,0,15
"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,3,0,15
Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Pakistan,0,0,0,23,0,0,0,0,51,22,7,1,0,0,0,10,1,2,157,4
Portugal,0,0,0,0,0,0,0,0,0,474,0,0,0,0,55,0,0,370,0,3
Sweden,1,0,0,24,0,0,54,0,18,0,0,2,3,0,0,0,0,0,5,3
Switzerland,0,0,19,10,34,44,1,63,88,22,38,34,11,4,0,15,0,17,0,3
Canada,0,0,1,0,0,0,0,0,0,21,0,0,3,2,0,1,0,0,7,2
Guinea,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Australia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,8,8,2,1
Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,1,0,0,0,3,0,11,7,11,6,4,1
Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,1
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,1
Spain,0,0,0,0,0,1374,0,0,0,298,0,0,177,0,0,0,108,0,1,1
Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1
Cocos (Keeling) Islands,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Albania,0,0,0,0,0,0,38,0,0,0,0,0,2,0,0,0,0,0,0,0
Austria,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,2,0,0
Brazil,0,0,0,21,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Brunei Darussalam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0
Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,0,0,0,0
Burundi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cameroon,0,0,0,0,1,0,0,0,0,0,0,13,1,1,1,0,0,0,0,0
Congo,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cuba,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Benin,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0
Dominica,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,60,1,0,0,0,0,0,0,0
