Exporters,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2015
World,324390,306723,324057,349920,597685,646311,770239,1036435,1190695,1307801,1791951,1852671,1652612,2363118
China,4348,7457,6082,18105,18199,21087,38216,50787,49211,112733,54282,147975,133054,782103
Japan,151099,145942,129994,112684,88292,134363,149506,172147,175718,249201,341342,346513,361936,486430
India,36948,71154,63574,63528,105988,103930,107989,150626,188357,214586,166973,129879,160806,219892
"Korea, Republic of",26603,30110,33405,30291,32270,68223,85645,131351,259875,296261,192370,318997,232220,179626
"Taipei, Chinese",23158,9809,11432,18972,6527,15748,37625,59933,27706,43790,102331,180359,186068,105184
Australia,1253,982,1362,2094,2950,18738,5753,29709,10727,3457,2722,4353,2690,66845
Canada,7919,4323,16455,11599,30801,7696,21161,51293,64638,50228,67412,114822,99847,57269
Brazil,3,1645,17580,13583,5,8490,1827,411,5232,879,1331,567,2256,53116
Singapore,4580,2447,1625,6485,22601,33029,26302,26520,21861,12591,19716,18163,19556,46545
United States of America,891,832,1540,4943,24517,29786,65230,60736,57012,23272,38381,56143,38980,36998
Ukraine,67,43,2322,3047,6304,4239,6308,5739,20086,17572,4117,88453,69327,35393
New Zealand,251,252,38,331,313,351,1383,864,1305,724,420,495,1214,34825
Malaysia,3635,3425,4061,5949,10718,12773,15095,30439,20037,13989,65235,72943,27687,28621
United Kingdom,7282,5648,5699,3040,25735,22926,8535,18714,23936,26410,62190,29748,35387,27509
Bahrain,0,0,0,0,0,180,50,0,0,0,0,0,14772,24084
Viet Nam,0,0,0,20,22,11,37,1856,6350,20213,11447,19038,4750,21505
Sweden,456,715,679,780,3247,3953,348,115,3289,12717,24552,11243,7075,20846
United Arab Emirates,47,17,82,522,1859,978,2944,5957,9010,7444,4832,1855,9619,19691
Belgium,1267,840,2907,1723,3401,2985,1931,11094,14086,22377,30517,21030,12614,19462
"Hong Kong, China",942,189,12,176,107,156,103,334,998,2448,1165,1748,1032,15651
