Importers,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017
World,135,12,20,105,2795
United States of America,10,8,18,105,1631
Nigeria,0,0,0,0,1054
France,1,0,1,0,25
Dominican Republic,0,0,0,0,24
Spain,0,0,0,0,23
United Arab Emirates,0,0,0,0,20
Canada,2,3,1,0,19
Honduras,0,0,0,0,0
Italy,122,0,0,0,0
HHI,0.813771431,0.01670756,0.769959641,1,0.509698681
