Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,17214,16511,4796,2602,4231,35945,53082,168429,108866,106576,88771,202576,599115,258602,258263,574590,153924,1085256,5992912,4667470
Singapore,17162,16414,4643,2140,4025,35707,7832,92,1234,1860,55503,168904,292671,43607,51312,113353,24581,504966,4589170,2430283
Switzerland,0,2,0,0,0,0,43052,164487,87200,90205,0,0,0,158,121,98973,428,528322,949905,1424962
"Hong Kong, China",3,0,0,14,8,22,1707,667,18486,3184,3890,1257,5081,273,1222,20815,1753,10656,231476,428345
Thailand,49,19,114,246,96,46,183,1974,1366,2013,28493,28925,284315,191391,178663,274123,68433,4071,173157,203856
Botswana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2171,0,12981,64079
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4508,8378,354,5248,44497
India,0,4,2,0,0,0,0,0,6,178,20,20,62,0,4,13,1395,795,5292,36628
China,0,0,19,1,2,17,127,286,389,4507,270,1863,1048,227,216,303,2502,2781,873,11003
Japan,0,0,1,0,0,0,0,0,0,168,1,303,221,24,7,16,15,53,7,9396
Canada,0,0,0,0,0,0,0,0,0,0,0,0,5607,5606,8230,20805,41027,16987,10,5528
Lao People's Democratic Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2931
Viet Nam,0,0,5,0,0,145,58,33,64,159,358,373,346,489,176,262,360,1157,886,2369
United States of America,0,0,2,0,0,0,0,0,0,0,21,44,5014,26,99,665,1423,4658,3536,2003
Mauritius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,1422,1384
France,0,68,0,180,61,0,118,0,11,6,119,0,28,1441,40,207,236,3,11,119
Malaysia,0,0,0,17,16,6,4,500,73,0,0,76,34,0,0,6,9,7,13,26
United Kingdom,0,2,0,0,0,0,0,0,0,10,0,5,0,3,0,9,0,0,6,23
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,8,13,19,39,38,37,19,14
Italy,1,1,2,4,0,0,0,0,0,0,0,1,0,1902,1643,820,529,3,0,9
"Korea, Republic of",0,0,0,0,21,1,0,0,1,1,0,0,10,0,0,114,50,0,0,7
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
Philippines,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,2
Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Indonesia,0,0,0,0,0,0,0,0,0,9,0,2,10,0,0,0,0,0,3,1
Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
Australia,0,0,0,0,2,0,0,0,0,0,0,2,10,338,0,6,246,0,0,0
Austria,0,0,0,0,0,0,0,0,0,124,76,130,337,194,140,914,279,0,0,0
Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,18,25,9,0,0,0,0,0
Greece,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0
Israel,0,0,0,0,0,0,0,388,0,4129,0,0,0,0,0,0,4,0,3712,0
"Macao, China",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"Taipei, Chinese",0,0,7,0,0,1,0,1,35,23,8,14,0,5,0,25,32,20,11,0
Netherlands,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,6265,16359,38612,0,9944,15171,0
Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0
Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,1684,0,0,0,0,0,0,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,2409,6603,0,0,0,0,0,0
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0
Eswatini,0,0,0,0,0,0,0,0,1,0,0,652,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HHI,0.993966567,0.990570268,0.952600358,0.727974273,0.925305625,0.990082156,0.729289157,0.965024062,0.745501339,0.79678223,0.590669513,0.796691741,0.58944705,0.69528676,0.63104189,0.432477845,0.429383182,0.576639144,0.726455465,0.51295653
