Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,5397,4950,9814,11082,29342,38101,22360,35035,29453,30585,20040,11144,11704,39505,14708,8890,12722,18890
Portugal,4256,3397,5285,5119,11439,11276,11523,24149,19534,17831,6779,2739,3631,4509,5785,5474,7464,10750
China,17,133,146,781,1177,1680,1455,2852,2331,3984,5140,2778,3021,31089,1980,619,1061,2122
United Arab Emirates,28,2,2,55,105,164,84,127,256,151,96,210,48,58,522,106,103,1232
Brazil,286,466,1464,974,1134,784,811,1333,1045,690,419,379,81,67,268,431,141,818
United Kingdom,0,185,456,1234,279,313,660,729,579,1126,542,358,203,256,231,635,967,731
United States of America,18,60,683,569,5315,14840,3150,844,1500,1073,552,293,183,215,518,297,324,705
Spain,16,53,162,215,179,244,109,1563,468,482,329,2676,2708,1916,1030,125,186,690
Italy,206,21,2,146,49,27,300,37,165,164,202,68,52,33,26,55,203,306
South Africa,323,324,550,445,1905,413,1617,723,552,928,195,408,367,107,209,83,627,224
Lebanon,0,12,6,17,14,62,33,115,129,73,16,67,9,96,14,19,7,166
France,17,58,471,409,382,184,314,794,813,464,128,302,245,56,272,125,334,149
Germany,0,4,5,62,37,35,42,63,329,49,39,30,66,71,38,20,24,144
Timor-Leste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139
India,0,13,0,2,43,0,26,17,41,97,7,3,19,115,2692,126,34,138
Norway,0,0,0,4,23,65,43,127,368,85,140,58,148,26,1,13,76,123
Namibia,0,0,3,49,493,63,406,133,129,220,1164,6,1,381,14,2,4,74
Singapore,8,10,13,230,23,338,92,660,104,85,12,107,60,62,83,59,272,69
Belgium,1,138,1,97,2614,6037,473,160,146,78,34,72,47,76,64,73,99,55
