Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,10,12,280,129,42,145,193,67,259,275,150,99,310,105,216,127,260,591,250,217
China,0,0,0,6,0,18,7,17,36,157,46,9,58,12,131,67,126,215,162,67
France,3,0,0,0,0,0,0,0,0,8,0,0,37,14,0,0,0,2,0,38
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,1,1,4,9,36
India,0,0,0,0,0,4,0,8,20,18,51,19,109,27,28,2,22,335,2,35
United Arab Emirates,1,0,1,2,3,15,3,16,19,42,21,6,0,3,8,10,5,3,22,21
Belgium,3,5,7,47,31,30,18,6,12,9,5,24,10,2,1,3,1,7,14,7
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Germany,0,0,2,0,4,0,0,1,0,0,8,11,1,1,23,2,1,2,0,2
Italy,0,0,14,0,2,0,0,0,2,14,8,0,26,1,2,0,7,1,1,2
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2
"Tanzania, United Republic of",0,0,0,0,0,2,58,9,13,0,1,0,0,2,0,0,2,2,2,2
South Africa,3,0,216,0,0,0,3,0,8,1,0,0,0,1,0,2,74,0,25,1
United States of America,0,0,4,0,0,0,26,0,86,8,0,0,2,0,0,0,0,0,0,1
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0
Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kenya,0,0,0,1,0,44,6,0,17,5,10,21,0,30,0,23,13,1,9,0
Lebanon,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Netherlands,0,0,3,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Rwanda,0,0,0,7,0,0,0,0,16,4,0,1,0,1,6,7,0,0,1,0
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Spain,0,0,3,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
Sweden,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Türkiye,0,0,0,0,0,0,0,0,13,0,0,4,0,0,0,0,0,0,0,0
Uganda,0,7,31,6,1,33,66,9,0,3,1,0,0,9,14,3,3,1,1,0
Egypt,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0
Zambia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.058300524,0.033301071,0.672480201,0.342776688,0.546890882,0.135622085,0.265663366,0.074423957,0.168303423,0.437560587,0.235730929,0.136311377,0.227116892,0.216536489,0.451768983,0.38389351,0.398348794,0.548935497,0.530466307,0.22043383
