Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,488,0,563,2062,1466,933,683,2123,3593,15585,15483,6427,7101,9968,5256,11092,12294,10521
United States of America,164,0,111,0,312,0,0,586,3318,874,2779,1803,0,298,707,1668,3723,4336
India,0,0,329,11,0,0,0,505,0,637,49,166,314,1134,68,107,834,3384
Cameroon,123,0,24,1230,106,1,0,0,4,3014,4679,0,1873,5048,3078,8489,7553,2343
China,0,0,22,17,21,33,0,17,0,3828,268,301,1603,32,990,373,2,235
Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
United Arab Emirates,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,7
Lebanon,0,0,0,1,1,0,0,2,0,0,0,0,27,0,0,0,0,1
Caribbean Nes,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
Belgium,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Brazil,0,0,0,0,0,0,0,660,0,0,152,0,0,0,0,0,0,0
Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
Sri Lanka,0,0,0,0,0,0,0,0,0,0,687,0,0,0,0,0,0,0
Denmark,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0
France,1,0,0,441,14,6,0,35,0,0,0,2,2,0,11,4,0,0
Germany,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,55,0,0
Israel,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0
Italy,0,0,0,0,0,0,0,0,0,58,51,71,0,2,0,0,0,0
Japan,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,305,0,0
Namibia,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,0,0
Netherlands,0,0,73,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0
Nigeria,0,0,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
Pakistan,0,0,0,0,216,119,0,0,271,237,4261,3405,2765,2208,0,0,155,0
Portugal,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,0,40,4,0,0,0,0,0
Viet Nam,0,0,0,212,456,627,0,0,0,1340,0,0,0,0,47,32,0,0
South Africa,0,0,0,0,340,0,0,0,0,0,0,338,0,0,0,0,0,0
Spain,0,0,0,0,0,0,0,0,0,0,0,0,476,0,163,0,0,0
Thailand,189,0,0,143,0,0,0,309,0,5593,1976,200,37,1227,163,34,27,0
Togo,0,0,0,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0
Turks and Caicos Islands,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0
HHI,0.22541593,0,0.379613754,0.45207313,0.183694026,0.497853824,0.031224932,0.251422313,0.853076101,0.233270061,0.238864075,0.445000118,0.291796939,0.367577674,0.460988458,0.680096373,0.473454385,0.3071947
