Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,1138,1457,3626,2733,5524,9117,9749,11487,13542,17887,15601,22400,27680,23504,31033,32379,40048,20588,25911,24498
"Congo, Democratic Republic of the",465,767,1902,1466,3925,7239,5676,8329,11204,14367,12481,11899,19793,15450,20525,23363,22130,11050,12671,12447
Pitcairn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4597
Zimbabwe,0,26,477,111,55,211,426,135,0,0,0,288,1030,361,3263,2970,3905,3298,6027,3681
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
South Africa,0,28,40,27,176,172,193,481,736,946,1062,137,415,1043,1512,2288,6851,1438,1728,1186
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,251,353,418
Burundi,12,0,0,0,0,0,0,0,0,0,0,0,0,29,49,274,176,275,23,159
Argentina,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Botswana,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Canada,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo,0,0,0,0,0,0,0,0,0,0,39,4102,1691,493,30,0,0,0,12,0
Gabon,0,0,0,0,0,0,0,0,0,0,0,1694,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,0,0,0,0,0,31,0,105,0,0,707,1064,820,1080,1020,0
Malawi,0,0,0,0,41,163,286,261,167,3,166,89,233,128,575,508,628,327,341,0
Mozambique,0,0,0,0,0,0,0,0,0,17,42,694,360,479,146,0,0,157,40,0
Namibia,2,0,0,0,0,0,0,0,0,0,0,0,1,0,423,410,326,32,356,0
Netherlands Antilles,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,0,0,0,0,0,0,0,0,0,0,0,48,0,0,8,17,107,69,466,0
Uganda,0,0,0,0,0,0,0,0,0,0,0,270,0,148,1040,37,0,0,0,0
"Tanzania, United Republic of",658,631,1204,1126,1301,1326,3168,2281,1435,2522,1811,3073,4157,5372,2752,1448,4747,2611,2873,0
HHI,0.416194191,0.425074278,0.339146675,0.416885238,0.597042651,0.675492469,0.401445527,0.553859106,0.67194031,0.691096878,0.681166778,0.405099468,0.589254826,0.547273553,0.555689294,0.609827081,0.413807467,0.400790996,0.379942204,0.309349011
