Importers,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017
World,15,1,0,1,1152
United States of America,1,1,0,1,1071
Japan,0,0,0,0,81
Canada,0,0,0,0,0
Dominican Republic,13,0,0,0,0
France,0,0,0,0,0
Germany,0,0,0,0,0
HHI,0.553513007,1,0,1,0.769003135
