Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,36,1832,5134,7726,5298,6017,5447,7758,8242,6371,5028,6396,11916,19251,22601,28470,35949,17742,20095,53882
China,28,595,2266,3034,460,2,237,7,33,29,40,270,4228,6872,6671,9022,12305,4323,4871,25795
Thailand,7,1059,482,1383,4216,5934,5009,7720,8069,6177,4942,6041,4360,6254,9817,11872,15993,8861,12474,22933
Japan,0,0,0,0,1,0,174,0,0,0,0,0,2421,4825,5057,5128,5724,3299,1050,1783
"Taipei, Chinese",0,167,1755,318,9,28,2,0,0,2,0,10,0,0,7,158,421,432,997,1247
United Kingdom,0,0,0,0,0,0,0,0,0,0,5,0,508,671,445,57,985,409,38,1032
Italy,0,0,0,0,0,0,0,0,0,0,10,1,12,88,15,11,135,33,68,279
Viet Nam,0,0,15,0,1,0,5,7,0,4,0,0,28,99,0,253,161,96,310,215
Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,201,202,189,131,178
India,0,0,305,2740,501,0,0,0,0,0,0,0,0,0,71,0,0,0,2,134
"Hong Kong, China",1,0,1,18,0,0,9,24,0,78,5,0,14,95,79,1,8,93,2,121
"Korea, Republic of",0,0,57,0,0,50,0,0,76,16,2,69,6,0,2,0,1,0,0,90
France,0,0,0,0,0,0,0,0,0,0,0,0,338,0,384,1725,0,0,0,33
Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,25
Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Lao People's Democratic Republic,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,8
Ireland,0,0,0,0,0,0,0,0,0,7,15,5,0,0,0,0,0,0,0,0
Malaysia,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,1,0,0
Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,15,0,39,0
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,36,0
Pakistan,0,0,0,0,0,0,0,0,0,32,0,0,0,347,0,0,0,0,0,0
Poland,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
South Africa,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Türkiye,0,0,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
United States of America,0,10,0,232,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.531990853,0.338614486,0.372088843,0.258000602,0.68865907,0.975129362,0.873279606,0.990214914,0.958186646,0.954493869,0.973604768,0.907905008,0.32661183,0.29667664,0.386468135,0.37765011,0.404835062,0.408857943,0.550343094,0.517636218
