Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,0,35,0,0,0,0,0,0,0,1118,277,172,216,619,339,244,460
Sao Tome and Principe,0,0,35,0,0,0,0,0,0,0,203,111,170,127,226,182,133,250
South Africa,0,0,0,0,0,0,0,0,0,0,0,1,0,21,6,0,4,95
Portugal,0,0,0,0,0,0,0,0,0,0,7,3,0,1,248,93,32,36
Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,50,11,0,0,23
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,851,157,0,0,6,19,40,19
France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,2,9
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,3,18,9
Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,3,6
Namibia,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,4
Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Congo,0,0,0,0,0,0,0,0,0,0,40,0,0,0,2,11,1,2
Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Marshall Islands,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Botswana,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cyprus,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
Malta,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,0
Netherlands,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,2,0,0
Curaçao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Timor-Leste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0,0,1,0,0,0,0,0,0,0,0.675202779,0.508603205,0.972568993,0.355299685,0.418391685,0.471101434,0.400229367,0.44883943
