Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,575,444,745,1529,1196,1494,968,1218,604,1121,1096,1545,2241,1794,1387,1228,1393,1703
China,171,88,77,415,125,383,347,604,293,393,443,545,639,734,532,642,408,640
Fiji,9,76,65,758,100,167,65,35,150,139,82,95,527,171,141,38,366,422
Australia,66,55,114,156,596,468,238,245,36,378,189,477,718,425,238,184,262,297
"Hong Kong, China",51,77,245,75,220,164,195,121,38,72,150,70,53,147,117,100,203,126
Singapore,107,73,177,89,72,43,21,65,17,47,86,85,113,120,116,104,71,63
Thailand,75,49,52,9,9,108,47,55,20,29,15,64,31,43,7,61,2,52
New Zealand,2,1,3,6,17,139,22,3,13,4,20,50,13,46,121,60,57,33
India,3,6,0,0,0,0,2,7,0,13,7,28,49,16,0,0,0,16
"Taipei, Chinese",8,0,0,0,9,1,2,0,0,1,0,2,0,21,3,6,0,8
Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Germany,2,0,0,0,0,3,0,9,0,0,0,0,0,21,38,3,0,6
Indonesia,50,12,2,6,19,0,2,37,2,3,4,1,17,0,0,0,0,6
Malaysia,25,1,0,5,20,3,1,2,3,1,24,7,2,2,2,3,8,6
Philippines,0,0,1,4,1,4,0,7,0,0,6,5,5,0,0,1,5,6
United States of America,0,0,0,0,3,3,0,1,1,1,2,1,19,8,28,1,0,5
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Papua New Guinea,2,3,8,1,3,5,4,2,1,36,53,106,24,10,34,10,3,2
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,2,2,1
Japan,1,1,0,3,2,2,13,0,1,2,5,1,4,6,1,1,0,1
"Korea, Republic of",0,1,0,0,0,0,0,0,0,3,0,2,0,0,2,3,0,1
Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Saint Pierre and Miquelon,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Canada,0,0,0,0,0,1,9,0,0,0,0,0,0,21,0,0,0,0
Dominican Republic,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Haiti,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,9,0,0
Honduras,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Israel,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Netherlands,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,2,0
New Caledonia,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Vanuatu,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Viet Nam,1,0,0,0,0,0,1,0,0,0,4,0,8,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,25,0,6,0,0,0,0,0,2,0
United Kingdom,4,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
HHI,0.218243734,0.159585054,0.209812695,0.408735755,0.395900206,0.259512679,0.309154417,0.39446874,0.40741224,0.34619078,0.302050319,0.333314889,0.359817391,0.334040629,0.270319411,0.421415546,0.258981296,0.353484127
