Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,864,658,543,796,1868,1562,1535,1974,877,2344,2329,2923,2837,2762,2453,2652,3057,3311
China,75,80,49,88,122,199,193,214,116,265,325,358,275,592,491,420,754,675
Australia,284,289,262,451,1250,552,434,726,251,970,770,994,790,492,487,394,559,663
Malaysia,3,0,8,19,62,33,12,25,15,42,134,230,240,277,254,308,511,633
New Zealand,22,17,33,11,18,12,42,4,10,148,83,69,93,250,150,385,280,390
Indonesia,2,1,5,3,6,2,3,1,5,15,42,30,43,59,107,231,370,226
Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
"Hong Kong, China",25,15,24,9,26,25,33,39,16,45,34,65,129,114,150,107,108,93
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,89
India,0,0,0,0,0,0,0,0,0,10,0,0,0,129,15,92,44,81
United States of America,0,0,0,0,0,0,27,2,1,21,24,9,33,54,50,116,17,65
Germany,2,2,2,13,0,0,1,0,34,0,2,0,1,1,24,52,30,62
Singapore,9,24,27,24,41,63,85,64,62,102,130,65,52,68,90,149,53,62
Thailand,2,6,3,4,2,13,9,10,2,6,11,14,19,15,43,41,52,51
Fiji,346,122,4,15,52,162,138,171,110,295,319,482,645,431,311,224,21,42
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,7,48,16
"Korea, Republic of",0,1,0,5,4,0,0,0,3,1,0,0,0,1,7,8,15,12
Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Japan,3,3,0,2,6,0,10,26,9,24,12,29,19,3,16,19,9,8
Philippines,1,0,0,0,2,6,17,9,6,1,4,10,22,41,18,14,11,6
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Papua New Guinea,91,98,124,152,244,411,507,594,196,325,416,566,451,203,149,55,2,3
Belgium,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0
Georgia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Italy,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
"Taipei, Chinese",0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,0,0,0
Vanuatu,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
Saudi Arabia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,0,19,0,13,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Tunisia,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
Türkiye,0,0,0,0,32,84,25,89,0,69,0,0,0,21,83,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
HHI,0.359704003,0.320430851,0.366259319,0.460440385,0.578158055,0.263196257,0.28140949,0.324517932,0.243501874,0.314687988,0.258770118,0.250626218,0.25092489,0.17255817,0.150115092,0.124008754,0.205863434,0.211698997
