Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,2,1,0,9,12,9,12,9,6,9,5,16,11,30,8,8,6,3
China,0,0,0,1,4,6,0,0,0,2,0,0,0,13,2,1,1,2
Australia,2,1,0,8,8,0,4,7,4,5,4,13,9,1,1,7,0,1
Canada,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Germany,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Hong Kong, China",0,0,0,0,0,0,0,0,1,1,0,1,1,16,3,0,0,0
Italy,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
Malaysia,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0,0,0,0
New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Papua New Guinea,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0
Sweden,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HHI,1,1,0,0.644260854,0.130590976,0.130590976,0.08012345,0.268245951,0.452966315,0.328021391,0.401219067,0.567711902,0.396424506,0.377598555,0.060660172,0.603553391,0.109450668,0.130590976
