Importers,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017
World,187,66,208,302,198
United States of America,184,66,208,302,198
Brazil,1,0,0,0,0
Canada,0,0,0,0,0
France,2,0,0,0,0
HHI,0.962214276,1,1,1,1
