Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,70,26,9,12,13,13,13,20,36,41,59,58,124,366,589,182,152,93,183,228
Spain,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,33,0,45,47,113
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,1,15,320,0,8,0,14,36
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,20,17,0,35,31
Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,1,0,1,19
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Burkina Faso,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,8
Congo,0,0,1,0,0,0,0,1,4,3,4,12,0,1,2,9,0,9,1,2
Togo,0,0,0,0,0,0,0,0,0,0,0,0,18,3,6,0,0,0,0,2
United Kingdom,0,3,0,0,0,0,0,1,0,1,0,0,7,3,31,8,15,0,16,2
Germany,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
France,0,0,0,0,0,1,1,0,0,0,2,0,8,9,49,50,24,4,33,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
Equatorial Guinea,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,6,0,0
Saint Pierre and Miquelon,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,8,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,21,0
Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Denmark,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,6,10,4,10,13,8,9,15,25,36,38,42,44,82,50,41,25,2,0,0
Georgia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
Italy,0,0,0,0,0,0,0,0,0,0,0,0,10,0,31,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
Mali,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,5,13,10,3,55,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,0,0,0,0,0
Senegal,44,0,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0
India,0,0,0,0,0,0,0,0,0,0,0,0,5,213,34,0,0,0,0,0
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
United States of America,0,0,0,0,0,1,2,2,3,0,0,0,0,8,0,0,0,22,9,0
HHI,0.379765602,0.223238337,0.144172502,0.445154908,1,0.332346775,0.434981393,0.519868415,0.443375673,0.763534389,0.440595766,0.512924894,0.196612878,0.484708751,0.415382868,0.144440147,0.161176454,0.284253677,0.149160992,0.352838223
