Importers,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017
World,3591,1510,1929,2982,2295
United States of America,1593,909,999,1195,1103
China,324,479,830,1354,944
Peru,0,0,0,195,247
Colombia,0,0,0,67,0
"Hong Kong, China",1673,0,0,0,0
Italy,0,3,0,0,0
Japan,0,120,100,0,0
Panama,0,0,0,170,0
HHI,0.170944877,0.370160745,0.231748886,0.298465071,0.152219598
