Exporters,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2015
World,4972,7717,11193,11580,14932,18745,24268,33378,32061,38402,39947,46843,51673,75573
China,288,705,1036,934,1534,1094,2245,3472,3468,5034,3772,10024,10325,17785
Thailand,239,269,195,230,508,918,1468,3150,2875,4162,9247,5417,6364,10309
India,795,1610,2312,3041,3179,4010,3904,5288,5085,5714,5963,6397,6525,9086
Singapore,422,420,412,742,969,1058,1492,3263,5526,6468,5606,6802,6667,6269
"Taipei, Chinese",219,443,513,460,565,772,1123,1478,1360,1748,1498,2735,5034,5031
Sri Lanka,177,173,358,531,1395,2537,3368,2833,2909,2467,3239,3093,3538,4229
Germany,588,563,787,1136,2240,2147,1960,1970,1498,1841,1903,2575,3202,4080
Malaysia,142,158,266,540,382,503,411,693,484,1514,1674,1940,2142,3815
"Korea, Republic of",124,388,904,470,373,653,812,1202,1484,1058,469,1081,1360,2400
"Hong Kong, China",25,61,17,96,14,14,71,53,224,240,337,367,317,1715
Netherlands,630,1089,1080,817,779,503,1091,2961,2047,1682,1222,1097,679,1579
Spain,49,35,9,28,42,176,263,379,280,178,154,284,309,1360
Türkiye,0,1,1,16,13,43,172,290,321,322,436,412,632,1338
United Arab Emirates,19,32,26,34,20,104,508,794,310,762,732,1062,948,968
Italy,131,234,301,373,424,343,485,613,318,525,551,699,859,804
Indonesia,123,142,144,120,180,144,123,179,192,240,325,337,192,623
Bulgaria,0,0,0,0,0,0,0,0,0,2,1,0,286,467
United States of America,121,180,265,263,104,397,533,248,290,398,86,66,248,460
Pakistan,106,81,189,26,102,190,246,151,156,426,153,269,370,421
Finland,0,198,499,474,828,1574,1456,1032,688,489,509,485,392,394
United Kingdom,178,293,545,187,210,265,197,61,248,218,167,148,176,382
Japan,175,161,168,178,99,79,267,857,468,428,299,333,240,326
Denmark,151,86,358,318,261,190,859,715,13,60,66,57,24,280
Australia,1,1,82,0,15,0,102,0,150,120,159,303,295,268
Belgium,102,91,186,111,105,205,112,104,114,179,51,70,85,266
France,44,132,11,39,37,22,47,91,87,48,54,57,65,172
Austria,0,0,0,0,4,52,80,192,243,145,166,183,183,160
Viet Nam,0,0,0,0,0,0,0,78,110,190,0,5,1,108
