Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,5,25,0,329,488,216,4,851,1840,1491,1563,113,89,34,25,23,415,489,892
China,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,49,47,312
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,53,51,0,0,0,289,343,232
"Taipei, Chinese",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,107
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,57
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
Thailand,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
United Kingdom,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,20,22
United States of America,0,2,0,0,75,239,52,0,0,0,0,0,4,4,0,0,0,0,0,22
Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18
Botswana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7
Belgium,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cameroon,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
France,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
"Hong Kong, China",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
Italy,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
India,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Sudan,0,0,0,0,0,0,0,0,0,13,2,5,0,0,0,0,0,0,0,0
Sudan (before 2012),0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,0
Türkiye,0,0,0,0,0,0,0,3,818,1827,1489,1558,56,34,34,0,0,0,0,0
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
HHI,0,0.047810851,0.017320208,0,0.183241723,0.073242876,0.309479641,0.284959256,0.909196876,0.975963658,0.995423312,0.989095537,0.250566951,0.266924266,1,0.720374381,0.020450174,0.484821414,0.58149678,0.247438663
