Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,152,116,234,424,411,700,661,892,386,1082,1053,755,874,1118,812,1061,1383,1458
China,0,1,1,5,12,6,48,34,13,110,53,88,163,146,115,278,366,549
Australia,68,58,163,266,240,368,208,290,116,173,299,206,234,378,128,88,367,388
Malaysia,17,22,35,100,99,158,136,237,33,433,139,59,135,115,159,364,217,265
Thailand,0,0,0,0,0,0,47,32,72,85,298,55,7,79,147,24,43,84
"Hong Kong, China",0,5,3,1,5,2,41,5,4,1,15,7,5,69,80,60,44,60
Singapore,3,5,4,3,6,10,46,19,18,39,42,171,71,125,38,25,12,35
New Zealand,38,17,28,40,30,134,122,73,25,79,68,59,182,77,90,57,156,27
Fiji,1,0,1,1,0,3,1,110,0,0,1,6,4,79,13,105,7,18
"Taipei, Chinese",0,0,0,0,0,0,0,0,0,9,4,4,3,2,4,18,5,10
Japan,0,3,0,0,1,2,6,1,3,26,30,53,15,14,3,4,5,9
Indonesia,0,0,0,0,15,0,0,1,0,1,4,0,0,1,1,19,2,8
"Korea, Republic of",1,0,0,6,0,0,0,0,0,42,3,1,0,0,4,6,1,2
Germany,0,0,0,0,0,0,0,0,27,2,1,1,4,1,0,0,0,1
Papua New Guinea,23,4,0,1,0,11,6,80,66,8,5,1,9,6,2,2,2,1
Philippines,0,0,0,0,1,4,0,1,0,6,2,10,0,0,1,0,15,1
Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
France,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Italy,0,0,0,0,0,0,0,4,4,4,1,5,6,1,3,0,2,0
Netherlands,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Vanuatu,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,9,0,0
India,0,0,0,0,0,0,0,0,0,45,64,0,0,0,0,0,0,0
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,1,0,8,0,13,0,0,0,0,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0
United States of America,0,0,0,0,0,0,0,6,4,16,17,26,10,19,23,1,25,0
HHI,0.270732325,0.318657585,0.55433144,0.51569992,0.45682406,0.420548811,0.182681843,0.269009827,0.194150892,0.295540088,0.270217661,0.226808225,0.254841095,0.236551393,0.167950471,0.286105743,0.250930723,0.328443053
