Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,261329,299263,640353,681093,777680,801889,944776,1020672,1048455,1438148,1634525,2109260,2359556,2637090,2664905,2285548,2287429,1833286,1737129,1607159
China,24599,37297,100936,110178,158412,218323,282127,364627,323259,437706,590042,821396,978710,1030240,1105278,978377,1017338,819757,648848,729167
United States of America,18501,18344,28491,19041,43699,42190,92158,62142,57940,105174,155257,226510,380963,506697,494489,260054,319342,199449,283126,186497
United Kingdom,12990,21654,16802,26621,35176,21214,20410,20050,24652,24242,38866,56756,58523,96652,96603,217259,226388,173099,114461,138016
India,15763,14097,25027,29283,33189,65188,38681,98913,121980,186110,100130,103368,104216,106532,74669,83439,85729,65125,90662,96067
Italy,47270,52397,133513,117430,95815,95276,65929,70363,105796,126260,143633,177632,126451,125286,153586,108650,103364,107016,90059,71218
Türkiye,1447,3214,5037,7754,7111,7218,41146,27731,45412,71753,113549,47396,65417,57635,52029,88945,42527,47334,43067,63703
"Korea, Republic of",7977,4682,8818,5967,11515,13450,13537,13427,27668,56933,35222,45582,52842,43574,57335,44633,28196,35737,46781,52351
Germany,19606,30134,49423,44170,69913,60203,91214,86750,70140,60923,81495,182187,100616,115982,90041,99818,104488,83083,60986,50466
Japan,23862,21094,52045,25739,71573,64910,43355,61734,59163,68799,64764,58175,87396,59077,72633,56201,51401,36584,45762,32384
Poland,2863,2571,2648,2469,2271,1176,854,3371,4218,7824,14323,10517,8295,18320,14457,6988,13344,24627,9286,25799
Canada,1677,1642,5282,2255,5451,2320,2448,1658,2664,3255,7151,12861,17631,52690,26674,57993,31904,30994,9578,17531
Netherlands,5471,5918,16735,32225,15154,9436,8886,8930,10431,7444,12455,47583,36906,14530,9781,9157,10463,7894,12291,13579
United Arab Emirates,3622,6083,25614,65125,1741,3566,1887,5281,2782,4877,6917,7830,11714,12748,7101,6034,8481,7438,8649,11098
Luxembourg,9,0,1,0,502,1444,10920,134,2346,3,1529,2705,201,5727,24391,13185,277,224,2016,10690
France,5600,7882,13378,9991,25110,21413,23901,23185,25004,22882,25078,27010,29432,52753,30460,26062,24889,14441,17037,9565
Belgium,5650,5720,19475,32906,15963,16500,15741,29380,15163,23713,14776,73642,104975,72855,60401,30013,13155,24357,87391,9414
South Africa,1640,4661,4484,7090,4425,2508,3398,5801,5009,11296,9190,7848,7323,7985,4968,7940,4429,4070,2864,8691
Thailand,1908,2154,4587,6250,5657,6610,4847,10155,8873,9701,7313,14981,12474,15657,32568,10636,20863,14570,8697,8518
Brazil,9829,7770,16678,38666,72167,32255,34268,17717,34359,73328,76068,33349,8084,15833,94488,41363,11442,13074,10736,6493
"Taipei, Chinese",10028,9554,9791,8818,8025,8327,6311,8892,9434,11530,16957,16531,21124,16032,17120,8692,11292,7052,7227,5080
Indonesia,177,707,450,618,1235,2343,2234,2596,2165,3789,2875,4838,2592,8054,3699,3238,3096,2364,2469,4955
Czech Republic,0,69,1111,689,5738,3745,4704,3774,9368,6074,3744,38684,6981,14875,12097,11451,11737,5298,9040,4239
Philippines,70,477,155,86,51,402,126,468,252,55,407,3623,4598,5172,3333,2632,6288,4673,2022,4022
Viet Nam,0,18,80,0,107,512,1076,588,914,1247,5548,3482,3849,5194,7552,6443,8209,5576,5720,3912
Hungary,673,140,197,54,2029,226,330,134,775,6051,2037,3949,7222,6058,5446,4842,4744,5995,6098,3865
Saudi Arabia,2414,1668,9103,4599,805,838,693,632,282,706,612,1253,1064,513,520,956,1519,614,1991,3607
Denmark,2550,4351,5644,5089,7246,5618,7004,5676,5531,3653,3664,4404,3820,6369,4069,2398,9921,5297,10588,2839
Switzerland,2972,1932,4026,9637,5517,11514,3912,9351,6913,10424,9904,4229,3833,11780,4400,3167,3348,4429,2482,2732
Spain,3063,1241,1819,3585,1983,3241,4422,6206,12450,5932,7713,6157,9828,10826,13780,4593,16306,6282,11504,2597
Kenya,246,450,1494,2980,1073,544,1328,1405,891,1496,1230,1249,2317,849,933,1720,22376,2266,2942,2461
Israel,1721,1224,6196,3446,3372,3384,2163,2314,2764,4478,2160,4095,11703,4588,11490,4602,11804,6164,6462,2459
Greece,704,268,1097,1181,1256,1095,398,1073,591,1452,256,1504,7675,14440,4568,1821,2365,1885,2240,2430
Sweden,9666,8349,28174,17474,22349,17498,13212,11631,11268,7573,20607,11931,10607,8198,7613,13997,3547,12028,2431,2385
Colombia,0,23,113,98,67,36,104,647,30,440,29,129,244,341,1365,1073,2539,767,1516,2324
Portugal,975,237,137,116,973,181,417,4521,204,259,1906,1134,8986,2652,935,772,779,1829,207,1921
Mexico,1108,837,1024,151,653,1925,233,533,513,1368,813,986,551,1649,661,520,804,3620,3211,1847
Singapore,371,371,640,1736,1478,1629,933,1834,1732,912,1480,662,3598,6988,7015,2180,3165,7354,32998,1376
Australia,372,1798,1516,2762,690,1783,1407,909,3112,2511,2443,1300,1508,782,2322,1206,974,1838,2375,1294
Austria,403,2869,608,273,2140,2239,2153,4885,621,14972,7893,6967,2385,8085,10789,2738,3229,6281,6449,1065
Lebanon,144,31,170,123,172,335,102,254,93,103,514,9,405,332,263,29,155,4,22,967
Finland,2306,668,2466,4152,7818,2720,5426,2341,2590,3059,3860,4578,5434,5503,9098,4023,615,610,180,887
Bulgaria,56,29,138,43,85,241,184,6157,9592,4433,3056,3379,3944,2345,3555,2227,2258,1104,1437,778
Romania,100,99,55,76,178,360,238,546,201,330,1145,1504,1932,1865,1910,1730,2027,1634,345,741
Djibouti,65,72,2502,9419,0,0,0,0,0,0,0,0,0,0,0,0,101,10,167,461
Malaysia,815,850,1588,142,2302,4910,3240,8136,7575,10771,16075,9441,7264,14480,4598,10774,3599,1808,1632,401
Tunisia,3,39,25,677,0,2,83,50,243,202,308,96,247,783,166,162,404,389,277,384
Slovakia,72,52,9319,1911,1714,1238,140,104,659,1465,196,85,820,777,261,673,848,360,268,383
Egypt,202,506,2009,1787,543,868,1646,711,289,383,1124,1658,519,696,3881,451,302,1163,860,358
Sri Lanka,27,0,0,4,0,13,3,0,261,345,1,435,46,356,608,362,397,564,1002,339
Ireland,3963,2674,3286,2478,5506,4213,3685,2746,844,5516,1048,1424,1291,1356,1394,2215,241,119,9589,338
Pakistan,309,324,321,2336,1902,22040,69784,9506,1560,1972,2885,2185,3705,1665,578,474,623,729,814,321
Curaçao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,49,146,304
"Hong Kong, China",565,304,452,561,1123,750,551,2467,271,749,999,2034,8363,55697,10187,26249,363,12643,309,282
"Korea, Democratic People's Republic of",288,1,114,206,1725,455,1568,1036,1864,4793,3259,1735,787,1695,2580,39,499,509,73,238
Eswatini,210,791,170,1216,4917,262,232,126,370,197,415,413,1881,1171,291,128,3340,182,202,220
Russian Federation,0,2,189,552,389,317,428,252,156,6480,648,287,3871,135,211,6590,369,677,1664,158
Uganda,504,669,267,9,12,0,72,219,153,2,42,3,4,87,1,6,15,1,47,149
Haiti,50,0,0,0,0,0,0,0,0,0,0,0,1639,0,123,0,0,82,0,90
Sudan,0,0,0,0,0,0,0,0,0,111,35,124,53,42,15,197,17,125,1,84
Oman,37,16,291,523,13,418,14,88,95,65,117,44,24,47,54,14,36,220,545,52
Côte d'Ivoire,1,28,2,1,0,0,0,513,45,10,2,3,0,4,114,0,0,1,1,51
Ukraine,186,106,467,174,7,7,153,33,24,796,44,145,4990,279,129,190,1623,351,479,50
Croatia,0,0,0,1,0,2,0,1,0,90,143,262,0,374,316,197,187,27,36,41
Argentina,0,13,0,48,66,5,59,65,89,189,507,285,220,97,379,9,8,33,36,36
