Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,41099,32484,47703,47293,64596,92092,146483,255307,191664,259131,105349,106504,175241,155105,60242,17178,13840,23236
Portugal,6165,4474,10420,13979,15935,15541,30529,46999,32119,36336,14790,23664,19829,23788,12084,6544,7765,10892
Norway,1608,1559,2301,3155,6320,7422,9328,23007,18595,29228,7435,2678,6030,13599,6336,1178,2236,4342
Mauritania,13268,7029,4779,9260,7141,25008,27889,28406,23556,48842,38280,42961,121142,85310,24232,1374,0,3976
Argentina,5,24,165,217,2109,3588,8171,13797,8795,38476,5860,3033,1987,2477,3342,1476,1280,1117
China,73,295,579,1175,3425,6425,10184,11867,10239,11588,5075,2544,2639,5220,2913,511,559,624
Viet Nam,0,0,0,92,6,48,1756,3041,2075,5952,1994,1129,2043,1174,1405,421,124,523
New Zealand,0,0,0,33,149,45,815,6481,8279,19188,8008,2043,2496,1539,494,342,67,415
Spain,7,2,727,244,261,2775,1928,5858,1277,1035,1997,1375,1296,1848,509,995,333,393
Chile,9519,3114,0,95,0,0,40,3,6702,8210,188,7229,6282,6133,544,376,77,212
India,0,0,34,17,1235,1161,1687,2535,1843,1270,577,129,65,624,607,275,117,186
United States of America,93,54,610,431,747,1576,1986,5419,5260,1899,1183,829,1168,2365,3352,2179,146,128
Brazil,103,193,506,165,511,1255,929,1545,2178,12431,1383,1063,507,997,300,1,19,76
Uruguay,0,0,0,23,750,1728,3363,4015,1029,9265,1164,300,1621,2000,53,50,236,75
United Kingdom,2,0,21,202,0,926,24,4,523,1951,550,0,0,16,71,63,0,62
Netherlands,1393,1547,604,864,867,550,787,5820,8787,1766,60,481,949,984,1,61,30,57
France,277,794,1242,448,597,416,279,81,760,314,228,0,16,132,0,1,3,37
South Africa,2830,13298,17587,8549,10007,7735,15937,31764,24113,4758,1156,2903,1845,739,160,17,0,34
Namibia,4828,0,3488,504,8601,10473,17366,38688,20937,17208,5598,1917,627,427,16,10,12,33
"Venezuela, Bolivarian Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Congo,7,5,6,45,83,1715,1516,2312,1328,1199,166,14,380,245,197,4,149,12
Italy,0,0,0,0,1,138,10,133,744,528,104,0,37,0,0,0,106,9
Denmark,0,13,0,0,6,6,0,167,57,55,0,133,0,51,21,105,0,4
Canada,3,1,10,0,169,77,74,6424,174,225,60,54,131,210,520,152,48,3
"Congo, Democratic Republic of the",0,0,0,8,14,12,27,63,147,26,14,5,0,0,7,2,1,2
Paraguay,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Türkiye,0,0,0,0,300,0,27,0,41,0,0,0,0,0,0,0,0,1
Zambia,0,0,0,0,0,0,0,1,6,3,0,0,0,0,2,1,0,1
British Virgin Islands,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0
Equatorial Guinea,0,0,0,0,172,8,0,0,4,0,0,0,0,0,0,0,0,0
Gibraltar,0,2,201,17,0,83,0,0,38,6,0,0,0,0,0,0,0,0
Nauru,0,0,0,0,207,0,0,0,0,0,0,0,0,13,26,0,0,0
Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0
Afghanistan,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0
Andorra,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
Australia,0,0,0,9,0,0,0,0,2370,0,0,0,0,0,0,0,0,0
Bahamas,0,0,0,0,0,0,0,4,39,0,0,0,0,0,0,0,0,0
Bangladesh,0,0,0,0,0,118,780,7,0,0,0,1188,0,0,0,0,0,0
Belgium,182,18,101,354,342,198,741,4890,4099,1454,1533,585,1622,1350,256,393,184,0
Belize,0,0,0,0,0,0,1800,125,0,0,0,0,0,672,0,0,0,0
Belarus,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,0,0,0,9,0,0,3,3,0,0,0,0,0,0,0,0,0,0
Cyprus,0,0,0,0,45,0,77,0,0,0,0,0,0,0,20,0,0,0
Ecuador,0,0,0,0,0,0,0,0,435,0,0,0,511,0,0,0,0,0
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Faroe Islands,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0
French Polynesia,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
Germany,3,0,0,27,251,107,102,350,86,6,0,0,0,0,0,0,0,0
Greece,0,0,0,1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,0,0,0,0,0,0,293,1691,0,0,0,5460,0,0,0,0,0,0
"Hong Kong, China",0,0,0,0,0,0,127,116,0,25,140,0,0,0,83,0,0,0
