Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,1,0,0,0,9,0,8,12,1,223,695,2626,740,639,553,1132,1335,652,1511
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,715,137,327,1334
Kenya,0,0,0,0,0,0,0,0,0,0,66,42,0,71,413,347,320,1158,222,141
Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,147,25,0,100,35
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
"Congo, Democratic Republic of the",0,0,0,0,0,5,0,0,0,0,0,0,0,3,32,2,24,0,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0
Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
Niger,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Rwanda,0,0,0,0,0,4,0,8,12,1,6,15,0,27,61,22,24,0,0,0
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,1963,0,0,0,0,0,0,0
Togo,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,151,570,0,584,125,1,16,24,0,0
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,4,0,0,0
"Tanzania, United Republic of",0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,1,2,0
Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,486,0,0,0,0,0,0,0
HHI,0,1,0,0,0,0.014856839,0,1,1,1,0.383592046,0.656896852,0.631972133,0.63717834,0.465803362,0.492395482,0.525346422,0.771580132,0.250604882,0.735192239
