Code,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2398924851607124e-05,1.62141894425359e-05,5.171825275054908e-06,1.2009150973041458e-05,1.288023527896443e-05,5.288044172795657e-05,0.0,0.0
2,0.014164693022408453,0.011499651525711342,0.01115971007248188,0.014583950251702695,0.011931849714190576,0.010207392984629908,0.008268646641916975,0.009342611065154981,0.009321890985403512,0.012967298855068931,0.014093403516631202,0.016100690116438148,0.017173907796698997,0.01994119519073534,0.019526436682910073,0.027057159350804445,0.023610892491736188,0.02761606880072632
3,0.00044027448837068075,0.0009696675858307324,0.0007998000499875031,0.002305512077499048,0.0006729008269049337,0.0004425170369059209,0.0004102889890346959,0.0010553014451851492,0.005255860143529015,0.0007520941336657574,0.00046813752939858886,0.00080057560372521,0.0014205280088817479,0.0008286314171398606,0.0004357812936049632,0.0007006658528954245,0.0011525613445966035,0.0008995841294070893
4,0.012327685674379061,0.014923790188176116,0.008860284928767809,0.010438258809594314,0.01012819801320828,0.0073247105727856235,0.0059922045092083405,0.006231448591309426,0.004637523656055013,0.006934445911321892,0.007322208533990369,0.007075466917986603,0.006957828936707202,0.008222265366209052,0.006974647403559239,0.007416481952345909,0.005883484617940781,0.006684525323875229
5,0.0,0.0,0.0,5.287871737383138e-05,0.0,4.21444797053258e-06,1.3235128678538576e-05,2.128850177606929e-05,9.368734658696996e-06,2.299982060139931e-05,1.1199462425803562e-05,8.10709472126795e-06,8.61970879175818e-06,1.0007625810867882e-05,6.440117639482215e-06,0.0,0.0,0.0
6,6.0727515637335276e-05,0.0,2.4993751562109472e-05,0.0,2.7748487707419947e-05,0.0,0.0,0.0,4.684367329348498e-06,1.1499910300699655e-05,8.95956994064285e-06,4.053547360633975e-06,3.4478835167032715e-06,0.0,8.58682351930962e-06,0.0,8.744774996939329e-06,3.3256344894901636e-06
7,0.0029604663873200945,0.002636283748977304,0.0023869032741814546,0.0031832987859046493,0.0029621510627670794,0.0022420863203233324,0.0017338018568885537,0.0017304510729404894,0.00165358166726002,0.0025460801405749033,0.0026184343151528728,0.002732090921067299,0.0032599738650429433,0.003260484489180756,0.0023935770560075563,0.0028445270946163303,0.002565716984101999,0.0022930249805034678
8,0.001594097285480051,0.0011666313142026,0.000899775056235941,0.0013325436778205508,0.0012486819468338975,0.0010241108568394169,0.000595580790534236,0.0007268502749257944,0.0007026550994022748,0.0010855915323860475,0.0010325904356590883,0.001118779071534977,0.0017791078946188881,0.0015792033529549517,0.0009788978812012967,0.0013330278018922385,0.0011560592545953794,0.0010409235952104211
9,0.00437238112588814,0.004439259416381322,0.004048987753061735,0.00650408223698126,0.005598257394971974,0.006578753282001357,0.005995513291377976,0.005492433458225877,0.005377653694092076,0.005805154719793186,0.006294097883301601,0.007644990322155676,0.007264690569693794,0.007457682754258745,0.007964278814159672,0.009522886214509512,0.007240673697465764,0.007537550570429456
10,0.16643893848302665,0.14284415623768976,0.13974006498375405,0.12445534921104953,0.14401465120150952,0.10113832239684085,0.09090548132854222,0.10976047394287383,0.18836309468043247,0.09171408463013989,0.07853511031470489,0.09210470312832518,0.08218030362062248,0.10010828251127359,0.09952128458879848,0.08910354431160682,0.07974360319708974,0.08062834538044428
11,0.0024746462622214126,0.002484773188691252,0.005348662834291427,0.01258513473497187,0.006923247683001277,0.0040585133956228744,0.002623864260520273,0.005288672084083499,0.0028153047649384475,0.0033832736104658385,0.004177399484824728,0.003715076156021038,0.004070226491468212,0.002998284692936017,0.0054096988171650606,0.0035958700375010467,0.003202336603879182,0.0026738101295500916
12,0.0002884556992773426,0.0002424168964576831,0.0004123969007748063,0.00014806040864672785,0.001089128142516233,0.0005268059963165725,0.00027132013791004083,0.00013381343973529268,0.0005012273042402894,0.00029439770369791115,0.00024862806585283906,0.0003891405466208616,0.0006516499846569183,0.00040831113308340954,0.00047227529356202904,0.00039660331295967427,0.00046697098483656016,0.00026106230742497784
13,0.0,0.0007878549134874701,0.0002624343914021495,0.0005816658911121452,0.0003121704867084744,0.0007080272590494735,0.00015882154414246293,0.0003740693883509318,0.0004871742022522438,0.000200098439232174,0.00015679247396124986,7.093707881109456e-05,1.7239417583516358e-06,4.003050324347153e-05,2.146705879827405e-05,3.0846924341308e-05,0.0,4.8221700097607374e-05
14,0.0,0.0,0.0,2.115148694953255e-05,0.0,1.264334391159774e-05,3.308782169634644e-06,3.04121453943847e-06,4.684367329348498e-06,1.1499910300699655e-05,0.0001433531190502856,3.850869992602276e-05,2.068730110021963e-05,6.004575486520729e-06,1.9320352918446645e-05,2.864357260264314e-05,8.744774996939329e-06,1.6628172447450817e-05
