Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,11236,19339,17678,19768,17638,33738,44664,85605,83464,121627,274289,134287,116714,175540,157795,194491,233703,257684,303827,499940
"Congo, Democratic Republic of the",5163,15209,10629,13780,9414,31159,31770,48843,53373,96193,225750,124302,81432,74305,72494,150320,178863,193318,215284,390440
Zimbabwe,204,307,487,323,341,88,150,194,1569,2697,11332,4539,5006,7370,2975,6117,12209,16432,39473,60320
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25596
Burundi,2160,1755,4177,4157,1553,333,4967,18791,15054,8719,3301,65,0,5023,10095,11892,17550,18615,23031,18203
South Africa,755,565,662,493,898,472,559,777,941,1923,1762,458,983,429,726,633,2385,1401,1014,2776
China,4,21,56,18,27,28,0,22,125,1113,190,475,377,451,4049,1293,600,419,895,2504
Angola,1,9,50,8,0,0,2,1,4,0,0,0,0,0,7,0,0,0,0,60
Pitcairn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Congo,0,0,0,0,0,0,0,0,6,0,116,17,637,414,0,54,2,4,23,7
Australia,846,24,3,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,1,1
Botswana,1,31,0,1,0,1,3,0,0,0,0,0,20,178,242,395,158,77,51,0
United States of America,5,45,0,0,0,1,0,5,0,3,0,8,45,46,19,0,0,0,0,0
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,0,0,0
Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
Brazil,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0
Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Canada,270,8,0,0,0,30,0,5,0,0,0,0,2,25,0,1,0,0,0,0
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Czech Republic,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
Finland,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
France,0,5,0,0,0,0,1,0,0,0,0,0,1,3,2,0,0,0,0,0
Germany,0,0,0,0,1,10,0,0,0,0,1,2,3,3,11,8,0,0,0,0
"Hong Kong, China",1,0,35,0,0,12,0,0,0,91,0,56,352,286,464,1,0,3,27,0
Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Israel,99,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
Italy,37,0,0,0,6,0,0,0,0,0,0,11,1,11,0,5,82,0,0,0
Japan,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0
Kenya,100,0,9,0,0,0,0,0,0,6,0,0,1,3,3,0,9,0,0,0
"Korea, Republic of",0,0,0,0,0,3,0,0,0,0,0,0,0,669,227,0,0,0,0,0
Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Macao, China",0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malawi,1330,1131,1366,774,658,1244,6990,16809,11956,9179,23329,3334,5230,19382,23082,17107,21199,27112,23567,0
Mauritania,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
Mauritius,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Taipei, Chinese",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,0,0,2,3,21,117,0,45,124,8,3,0,0,0,14,0,9,33,139,0
Namibia,0,0,0,0,4642,225,180,64,29,164,1763,143,1157,140,141,173,206,176,275,0
Netherlands,0,0,0,0,0,6,0,26,1,0,0,0,0,0,0,0,0,0,0,0
Philippines,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
Rwanda,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,4,0,53,0,3,1,0,1,0,87,26,419,4581,22152,40066,5968,77,48,39,0
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,238,35556,0,0,36,0,0,0
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
