Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,1539,2115,4741,4428,13881,5181,6432,12192,8558,9446,3535,3139,28730,4310,4682,3382,3226,14533
China,15,99,780,807,1745,851,990,3258,2122,2674,1323,1275,26420,1836,1878,1379,1294,10848
Portugal,522,788,1874,1015,3995,1566,2438,5038,3162,3070,1041,945,1115,1407,1378,877,498,1546
United Arab Emirates,53,63,43,59,144,43,84,121,67,139,87,61,199,26,55,14,300,403
France,50,101,166,277,217,239,288,326,293,462,135,130,74,130,282,216,125,269
United States of America,28,103,310,321,921,510,452,713,655,572,265,150,103,107,107,146,61,219
India,0,10,3,50,235,119,131,312,257,187,9,22,63,114,39,45,100,216
Spain,0,0,6,13,16,9,27,21,15,20,32,39,33,31,63,106,51,214
South Africa,317,383,281,323,3224,584,480,518,657,485,182,134,217,185,324,339,330,192
United Kingdom,2,24,94,62,121,93,284,251,150,146,98,52,73,94,86,75,69,101
Zimbabwe,0,0,0,0,0,0,0,3,0,0,0,6,0,2,18,5,63,76
Belgium,1,149,5,29,186,192,212,113,152,61,4,31,17,48,70,18,63,69
Brazil,257,249,340,177,398,179,175,357,205,284,67,33,48,10,15,16,19,66
Bangladesh,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,1,47
Italy,18,0,0,11,100,18,67,129,215,86,67,17,23,53,33,20,26,45
Netherlands,0,27,55,22,52,25,90,19,22,62,20,45,56,13,43,27,16,42
Namibia,15,0,0,65,1152,92,280,524,226,295,50,40,18,23,9,3,9,29
"Hong Kong, China",0,10,8,4,18,9,23,57,65,45,10,43,113,13,26,2,12,27
Germany,29,0,0,16,6,11,12,8,12,18,38,4,13,3,12,8,8,15
Poland,0,0,0,0,0,0,0,2,0,1,3,0,9,0,0,4,3,15
Türkiye,0,0,5,0,0,0,0,6,35,6,6,0,3,26,4,16,7,15
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Austria,0,43,0,1,0,0,0,9,0,0,3,0,0,0,0,0,5,5
Denmark,0,0,0,1,53,12,0,9,3,21,4,3,5,2,1,1,61,5
