Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,3406,0,4238,5358,6312,7984,11858,11259,6563,5877,3956,6601,10212,7102,5811,7421,8342,3300
Cameroon,1114,0,561,556,538,497,3076,584,3,854,31,35,44,109,765,3857,3191,1631
Brazil,1075,0,3302,4594,5280,6716,0,9226,5710,1693,2011,6533,7353,1845,1392,1842,2686,1567
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,124,27,283,130,34,32
India,0,0,0,13,13,11,9,43,0,6,0,0,0,14,413,15,74,23
Congo,291,0,0,0,0,397,0,0,139,2114,1900,0,1818,5061,2606,1030,2164,15
China,0,0,15,35,10,0,261,0,7,0,14,0,0,0,7,0,77,14
France,415,0,40,2,5,28,4071,0,1,146,0,15,867,7,48,24,49,9
Nigeria,0,0,0,0,0,0,0,23,7,2,0,0,0,0,0,0,21,6
Togo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Chad,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Belgium,280,0,56,133,216,45,79,1375,7,0,0,0,0,0,0,27,0,0
Colombia,0,0,0,0,0,0,0,0,0,844,0,0,0,0,0,0,0,0
Cuba,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,0,0,0,0,0,0,1395,0,0,0,0,0,0,0,0,0,0,0
Guatemala,0,0,0,0,0,0,0,0,296,0,0,0,0,0,281,0,0,0
Honduras,0,0,0,0,0,0,0,0,393,0,0,0,0,0,0,0,0,0
Italy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,696,0,0,0,0,0,0,0,0,0,0,0
Lebanon,0,0,0,0,0,17,58,7,0,0,0,0,0,0,16,0,0,0
Netherlands,0,0,0,0,243,272,0,0,0,14,0,19,0,0,0,0,0,0
Peru,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,0,0,17,7,0,0,46,0,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,1620,0,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,0,0,0,0,257,0,0,153,0,0,0,0,0,0,7,0
Spain,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,69,38,0
United Arab Emirates,0,0,14,13,8,0,0,0,0,0,0,0,7,0,0,7,0,0
Türkiye,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turks and Caicos Islands,0,0,0,0,0,0,162,0,1,49,0,0,0,0,0,0,0,0
Egypt,0,0,0,4,0,1,0,0,0,0,0,0,0,39,0,421,0,0
United Kingdom,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0
United States of America,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.179907384,0,0.70192741,0.796083555,0.756228395,0.768494974,0.287650292,0.712915851,0.815013817,0.276741747,0.398795402,0.979439055,0.571900853,0.612048126,0.301718599,0.408460332,0.361631933,0.528292434
