Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,346,0,470,1012,865,1012,1386,722,326,673,546,997,869,611,1301,1141,1324,2005
Italy,91,0,66,66,214,66,90,0,0,7,0,0,0,96,112,57,58,675
Cameroon,6,0,6,0,5,4,5,0,0,16,27,4,48,1,185,637,339,588
China,67,0,36,28,41,32,136,143,3,0,0,26,88,16,161,209,170,218
United Arab Emirates,0,0,0,0,0,59,101,0,0,0,7,10,13,2,36,30,15,112
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,3,31,81
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,54,78
Switzerland,0,0,0,0,0,0,3,0,7,0,12,0,39,71,17,0,2,63
India,0,0,0,0,0,0,70,8,22,0,0,0,0,57,0,0,0,50
France,179,0,340,866,508,743,221,527,269,644,482,547,524,236,336,51,80,43
Tunisia,0,0,0,7,69,0,66,35,0,0,0,0,0,0,0,0,0,32
United States of America,0,0,6,0,0,3,0,4,0,2,1,63,40,51,9,7,438,31
Lebanon,0,0,8,3,0,0,0,0,0,0,0,6,0,0,0,0,2,19
Denmark,0,0,1,0,0,0,0,0,0,0,5,0,0,0,304,2,0,12
South Africa,0,0,0,0,0,40,4,1,0,2,0,0,0,0,0,0,0,1
Belgium,2,0,0,29,0,7,134,0,0,0,0,0,38,4,0,0,0,0
Congo,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0
Croatia,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Germany,0,0,0,0,20,32,205,0,4,0,12,1,0,4,0,0,0,0
Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0
"Iran, Islamic Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0
Israel,0,0,0,0,0,0,2,0,0,0,0,164,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Japan,1,0,3,0,0,15,114,1,0,0,1,0,9,1,7,0,0,0
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Netherlands,0,0,0,0,8,7,2,0,20,0,0,2,5,0,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0
Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Saudi Arabia,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,0,0,4,0,0,1,34,3,0,0,0,113,65,32,0,55,11,0
Sudan,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Togo,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0
HHI,0.344470552,0,0.612058886,0.773729187,0.428477754,0.647924338,0.096961161,0.625612488,0.713727214,0.9277991,0.821884803,0.424168461,0.449562009,0.276188639,0.187372922,0.425826048,0.26338136,0.275553949
