Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,0,21,20,43,0,61,16,3,6,0,40,0,0,52,0,0,0,0,0
Brazil,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Germany,0,0,0,0,0,0,38,0,2,0,0,0,0,0,0,0,0,0,0,0
Italy,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,0,0,2,0,5,0,1,5,1,3,0,40,0,0,52,0,0,0,0,0
Spain,0,0,17,20,28,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0,0,0.575657618,1,0.375046093,0,0.448634646,0.005325655,0.130590976,0,0,1,0,0,1,0,0,0,0,0
