Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,34866,109258,70291,139092,3667629,3104886,2419338,1129049,2060590,1638998,911072,1575700,1667571,2413467,2006166,927864,1837993,3997420
"Korea, Republic of",1,1,7,336,236,158,193,10,211,1871,91325,297540,122075,170125,596199,241456,77376,1526796
Netherlands,18,123,550,2035,943497,1656770,1392269,7528,294913,63186,1131,8133,71860,85606,2270,30698,329400,1067417
Belgium,161,4342,1569,1692,8112,38982,4315,9939,8905,37418,9892,40171,39722,478779,498331,123944,110022,381585
India,0,0,168,1,851123,249399,2,19,12,63870,6442,124565,70314,15081,73288,94848,299648,332469
"Taipei, Chinese",0,0,0,2,10369,3,23,16,5,0,0,0,96,0,0,0,0,132580
Canada,1,1,0,7,13015,11343,33543,86,11,504,9,6,286,73,367,96,229,119594
Togo,0,4618,0,12608,48883,35863,34815,0,185,18741,76025,76279,413569,957857,449029,96854,622465,105761
United Arab Emirates,923,7520,1201,15728,21281,36516,6004,20903,20138,37980,12839,15509,41674,40857,62406,30525,18358,87790
South Africa,5691,12016,8762,22620,24847,38988,32055,66486,48919,31339,15488,20281,56910,28986,17833,14601,15308,34759
Portugal,1738,15727,18753,17973,18370,23167,109455,37596,41957,32142,13334,27729,23456,23140,17036,19675,23422,26604
Eswatini,0,0,0,6,0,0,4801,3,0,0,0,0,2844,0,0,0,0,26479
China,4,4,274,74,48702,418,1316,8059,55974,7883,1022,33185,2744,1800,3276,3174,3641,24925
Russian Federation,11,0,0,78,108089,3,0,183,4,31,0,113237,63034,24335,437,8784,338,21133
Switzerland,17,419,3,442,42798,17790,17,64,18344,75892,7399,17830,3727,2,19,43,1,17570
United States of America,1773,6077,23192,19963,74247,140312,93589,12533,16988,14610,79665,5222,2769,81136,6090,17660,2240,17235
Saudi Arabia,0,74,0,0,63609,4030,96,195,242,0,0,7,0,122,75,34052,3833,14904
France,4616,6297,1705,2748,17203,43877,19111,24768,30099,28238,4485,28299,29331,7897,7854,11018,7509,14542
Singapore,0,0,0,298,67352,486,227636,648584,1186366,716906,271725,253291,371970,94807,154144,23747,509,12780
Spain,193,90,1039,167,6270,15740,58411,144324,96533,30743,3413,6030,6195,1470,14521,1746,6277,10626
"Congo, Democratic Republic of the",0,0,0,0,27,1,1,0,0,11,1,5,0,0,4,8,1,5349
United Kingdom,2826,13420,3398,8309,428872,205586,1951,9120,3920,3011,1316,9631,43610,210374,2607,1480,26989,4706
Qatar,0,0,0,0,0,0,0,0,911,10628,1196,0,1731,0,2306,2414,1,2717
Oman,0,0,0,0,136,135,127,0,0,0,0,0,0,0,0,0,0,2628
