Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
Total,118,63,48,93,58,147,613,275,708,83,414,266,237,134,158,1116,415,865,118,356
Niger,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253
United States of America,0,0,0,11,0,0,0,0,0,0,0,0,105,50,66,106,207,152,95,99
France,11,19,36,82,5,19,54,0,3,10,22,37,0,3,9,970,120,1,20,3
Netherlands,2,36,0,0,0,119,506,241,43,10,128,101,43,41,24,26,36,17,0,1
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0
Nigeria,2,0,0,0,0,0,0,0,633,0,0,0,0,0,0,0,0,645,0,0
Sri Lanka,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,0,0,0,0,1,0,10,0,0,0,0,85,63,0,11,0,18,1,0,0
Canada,0,2,9,0,0,0,0,4,0,0,0,12,6,32,0,0,14,42,0,0
China,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
Germany,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0
Mozambique,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,8,16,0,9,0,3,4,13,8,4,3,5,6,0,0
India,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,1,0,52,0,0,1,1,1,40,5,0,0,0,0,0,0,0,0
"Tanzania, United Republic of",0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
Cameroon,51,1,0,0,0,0,0,28,19,42,115,14,3,0,44,11,15,1,3,0
Algeria,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.355841622,0.409222474,0.548969191,0.62313379,0.765412739,0.643219774,0.695855643,0.787247733,0.825317382,0.250920187,0.179659133,0.259737592,0.278696486,0.171765129,0.210436704,0.773366289,0.335824982,0.640980295,0.581509868,0.526395293
