Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,0,0,3,183,39,48,129,62,37,242,155,180,278,167,888,1016,1011,1445
China,0,0,0,0,0,4,5,4,0,2,5,52,18,22,361,541,574,568
Malaysia,0,0,0,49,21,9,4,1,3,19,40,38,138,65,266,326,147,533
Australia,0,0,3,126,8,21,12,9,1,32,50,57,23,52,151,106,211,227
Singapore,0,0,0,0,5,4,6,0,0,0,5,10,1,17,2,5,12,112
Thailand,0,0,0,0,0,3,1,0,1,0,5,1,0,0,0,0,10,3
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
Fiji,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Germany,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Hong Kong, China",0,0,0,0,1,0,0,0,0,0,1,1,0,0,26,6,52,0
Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Italy,0,0,0,0,0,0,0,2,0,0,0,0,0,2,9,0,2,0
Japan,0,0,0,0,0,0,57,16,26,0,1,1,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,31,0,0
"Taipei, Chinese",0,0,0,8,0,5,3,0,6,0,7,6,61,3,0,0,0,0
New Zealand,0,0,0,0,0,0,40,31,0,162,4,10,3,3,69,0,0,0
Papua New Guinea,0,0,0,0,3,0,0,0,0,17,36,0,0,0,0,0,0,0
Philippines,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
United States of America,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0
Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
HHI,0,0,1,0.384949087,0.268874189,0.210709051,0.32885039,0.300001739,0.50563278,0.478652302,0.255761421,0.276924644,0.344316712,0.267223748,0.309066959,0.407051483,0.419052926,0.267932933
