Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,18726,39691,49153,17718,32170,28075,24749,43681,48962,48757,58290,86093,56443,80831,21017,73635,43870,50131
Spain,5426,37854,41540,8350,20427,18982,18923,40349,38154,42293,31915,29402,32240,30122,15973,47623,28289,32754
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,112,1446,1693,14819,0,0,6367,7084
China,2806,67,53,0,0,2659,269,1256,1273,1213,1702,9632,3240,4705,0,2470,992,5051
Ghana,0,0,0,0,0,0,0,0,0,576,3051,2080,2377,7835,0,8331,2738,3210
Malaysia,0,0,0,0,0,0,0,482,948,126,0,0,0,0,0,281,0,1005
Japan,4196,1751,356,292,0,0,1369,0,0,1169,6931,1212,1416,2142,1023,243,710,707
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254
Albania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
Belize,3349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,0,0,0,0,0,0,0,0,0,0,112,284,136,407,0,0,0,0
Chile,0,0,0,0,0,0,0,0,0,0,360,1104,0,0,340,0,0,0
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,819,23023,258,5114,612,1528,4396,0
Benin,0,0,0,0,0,0,0,0,0,0,0,347,0,175,0,0,0,0
France,0,0,0,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0
"Hong Kong, China",0,0,0,964,11743,6001,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,62,0,0
"Korea, Republic of",2403,0,7204,5082,0,433,1839,142,250,576,2748,7741,1002,3254,267,0,0,0
Liberia,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0
"Taipei, Chinese",0,0,0,0,0,0,0,0,0,153,1294,2759,601,1966,0,65,0,0
Mozambique,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0
Namibia,0,0,0,0,0,0,2348,1440,2452,1589,7071,1844,6637,1281,0,204,0,0
Netherlands Antilles,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0,0,0,536,0,4179,2717,274,0,0
Portugal,0,0,0,0,0,0,0,12,5884,9,0,0,0,432,0,0,0,0
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0
Viet Nam,0,0,0,0,0,0,0,0,0,480,1763,3482,6842,4201,0,12554,315,0
South Africa,6,1,0,0,0,0,0,0,0,0,0,38,0,200,86,0,0,0
Switzerland,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,0,0,0,0,0,0,0,0,0,192,412,0,0,0,0,0,63,0
Togo,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0
United Arab Emirates,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Türkiye,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0
Zambia,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0
HHI,0.121863428,0.923513252,0.715524147,0.240935542,0.086413078,0.431127504,0.594934036,0.872964446,0.646371129,0.818705468,0.418505584,0.311485869,0.429525681,0.251590739,0.635532941,0.541182793,0.49267716,0.504233535
