Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,6032,7186,6991,7513,8961,9716,9013,12640,17121,20803,37145,47999,61598,51505,58330,45357,84591,77295,124414,117944
Egypt,71,57,131,58,507,752,416,868,1163,1452,4414,9239,23623,15362,24481,18638,36367,24706,26855,37631
China,32,137,106,84,394,1601,1688,3357,6184,6612,7295,6497,4738,7124,6658,8668,10426,10968,17588,17982
United States of America,64,86,130,312,129,225,246,308,300,3003,8624,9116,5452,5581,2303,1981,13759,12534,8732,12922
Türkiye,1318,2103,1408,2008,2102,2673,2495,2451,2293,3016,2254,2264,2752,3787,6237,4477,4423,5847,9424,11124
France,1837,476,658,199,1422,1208,330,1434,1615,1851,7125,2191,15299,10142,7770,1430,6929,4207,17881,10434
Kenya,117,238,171,119,316,266,334,283,537,429,600,843,941,1248,1213,680,1362,1621,11942,7705
South Africa,141,162,224,358,347,332,337,229,211,168,2111,660,199,205,276,217,3957,8334,2775,3708
India,5,93,78,318,569,422,59,106,263,214,223,469,630,403,424,474,303,1853,2367,3064
United Arab Emirates,295,415,475,484,263,356,669,726,896,970,1494,2226,2598,2531,2292,1748,1737,1413,1712,1772
Pakistan,0,0,10,0,0,0,1,1,0,2,11,0,0,24,0,0,29,1,18793,1644
Indonesia,0,0,86,44,5,2,4,8,6,7,5,111,252,613,720,496,63,60,441,1198
Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,1087
Denmark,34,98,172,189,151,105,459,201,205,183,266,155,143,169,81,32,64,31,3,830
Poland,0,0,0,0,0,0,0,0,1,5,14,2,125,39,245,51,516,589,624,634
Thailand,6,0,5,14,38,48,49,82,71,320,22,49,85,100,260,400,298,409,399,597
Italy,99,123,78,160,47,223,96,164,284,249,231,424,279,293,362,398,477,631,613,562
