Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,24635,26028,41612,49920,66339,80114,79629,95849,102458,142472,155307,181831,171109,207334,195622,205798,306200,271500,343065,270775
China,448,752,3117,4011,6430,9191,11775,16174,18572,23824,33248,46041,32999,43854,41650,45396,53827,61519,88633,73257
India,1432,1884,3031,3238,5077,7161,7078,7023,9041,11879,10066,13017,14854,21829,20904,26695,38844,31069,44996,39126
United States of America,1217,1374,1667,1119,4699,3377,8560,9734,8582,10442,12504,17532,14732,9772,12290,18181,17432,27188,31040,28012
France,640,878,1125,1306,2289,2855,3199,2658,3473,3721,5933,8619,11797,14312,10183,12289,15222,23042,41376,16216
Germany,2216,3811,5743,6090,4414,5506,5379,6432,7396,8206,8514,8783,8482,12306,11376,8937,24538,23978,31441,15692
United Arab Emirates,867,375,599,926,784,1319,1490,3072,3465,3447,3280,5146,6884,6451,4876,6963,8659,10674,11999,14960
Italy,1367,1074,1876,5065,4401,7485,2609,4468,4821,8276,9520,10070,7981,7382,7077,7035,6303,5816,12939,12809
"Korea, Republic of",0,15,11,2,274,136,1327,4,4305,3568,690,988,675,787,2126,1109,2376,4257,8099,10199
Indonesia,0,8,120,82,315,826,1130,1165,1373,2012,6600,6856,14612,15414,13917,12018,11510,6618,6074,8842
Singapore,1463,1224,1554,1320,887,2604,3116,2125,2422,1710,3140,2989,3282,5914,6604,5462,8955,3685,5104,6353
Spain,348,435,893,627,1216,1247,1863,1556,1481,2533,2381,2155,2076,2335,4063,4126,3370,3677,6606,4888
Hungary,50,17,50,39,98,70,199,329,293,397,524,894,680,208,340,1045,1995,3642,2002,4131
United Kingdom,2325,2141,2472,3143,4142,4123,1567,3361,2536,2915,4410,4041,3504,5383,3883,5507,3634,6196,6665,3955
Egypt,572,632,1070,1126,984,760,805,1658,993,2504,2619,2762,1720,2767,2905,1943,2924,3761,10141,3930
Saudi Arabia,289,128,384,406,721,824,607,419,80,591,103,711,470,560,489,764,1401,2382,4142,3205
Sweden,118,66,72,158,66,173,159,142,261,348,490,518,876,295,2139,1946,4295,1674,1595,2673
Thailand,72,37,224,158,111,108,1995,7491,8547,9716,9256,6036,2486,2148,2103,2858,2757,2644,1654,2494
Belgium,613,565,1301,2545,2105,2411,1076,2825,2703,2909,3468,4938,6572,12305,8782,2664,5627,5058,6865,2276
Japan,169,274,303,194,1201,748,751,773,804,132,339,1755,902,1168,571,835,540,486,1233,2211
Netherlands,1132,2340,1484,983,1040,1387,1597,2435,1046,1547,1348,3529,1780,2031,1240,4187,72325,5285,1457,2138
Türkiye,69,178,92,559,929,1223,485,855,1783,3768,2367,1731,3930,8826,4991,8965,2440,2120,1307,1644
Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,5357,892,1479
South Africa,289,491,1329,796,1509,1441,2080,1641,1284,18582,16073,12554,13206,12268,17871,12876,1012,1312,1020,1331
Switzerland,709,910,1096,2542,2110,3466,1774,2745,2875,3226,4836,3554,3666,2588,2949,2848,1640,1747,1798,1195
Viet Nam,0,0,0,0,0,4,0,0,161,225,0,13,2,26,24,515,59,271,1014,1044
Kenya,85,858,1881,2805,3847,2231,1429,1585,2659,2274,1110,511,1324,1235,1296,1759,1603,3021,1385,851
"Taipei, Chinese",14,31,59,62,165,165,213,134,117,246,363,324,458,859,602,897,776,988,648,802
Ireland,36,610,247,85,370,0,347,42,112,359,343,182,885,39,814,952,1027,60,149,722
Russian Federation,0,0,7,0,0,15,94,403,58,1,21,2,0,52,5,148,302,1059,1527,703
Israel,595,582,2392,1763,2294,2478,2368,3837,1668,4125,1725,517,1011,1070,568,959,1784,1687,1061,636
Malaysia,5070,1712,4502,3022,6931,13107,10695,5335,6941,6433,5171,10111,4727,8246,4656,2971,4499,4770,1459,570
Denmark,568,418,765,2571,1015,1162,591,1130,682,727,1524,697,704,1589,1121,1260,328,135,258,479
Ghana,0,0,0,0,206,0,0,0,0,0,0,0,1,0,62,0,0,0,0,472
Austria,932,836,240,933,435,40,5,56,47,84,311,271,410,511,250,82,149,592,565,221
Sri Lanka,126,93,56,104,2,105,63,33,71,122,53,122,87,83,84,5,1,1,183,186
Eswatini,74,76,161,122,59,188,631,573,131,5,251,1649,1004,413,142,98,60,243,347,146
Pakistan,27,34,1,122,426,215,604,209,586,625,1246,15,198,82,233,182,162,81,137,122
Cyprus,0,0,0,0,0,0,0,0,0,0,2,3,0,0,362,0,1,0,15,108
Canada,5,0,0,0,22,3,6,36,194,85,657,604,170,30,234,155,180,275,141,105
Australia,43,7,302,136,85,51,159,60,136,96,81,167,73,270,50,101,151,53,2760,102
Chile,0,0,0,0,0,133,0,0,0,0,0,0,0,19,79,21,0,68,72,75
"Hong Kong, China",6,14,72,25,0,0,0,38,0,0,0,0,0,9,28,3,19,13393,34,75
Kuwait,65,0,0,0,0,23,22,21,22,0,25,24,0,28,24,27,40,102,63,65
Lao People's Democratic Republic,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
Argentina,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,221,69,72,76,46
Norway,7,0,18,1,76,0,3,5,18,11,70,1,195,3,48,40,11,4,0,44
Poland,21,0,565,0,1612,615,966,2300,0,0,34,101,66,25,11,16,510,63,107,34
Bulgaria,9,0,0,0,0,0,0,0,0,34,0,4,0,0,1,11,0,1,4,23
Mexico,0,0,0,0,0,0,0,0,0,3,0,0,277,1,539,38,22,10,17,13
Oman,2,0,3,4,0,69,38,77,38,32,10,66,0,0,0,0,0,0,44,13
Curaçao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,5,11
New Zealand,0,0,0,22,4,9,0,29,9,1,38,73,79,75,22,15,12,11,7,5
Tunisia,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,15,5,62,5
Bahrain,0,0,0,0,0,0,0,1,0,0,19,74,209,77,247,92,6,198,29,4
Lithuania,0,0,0,0,0,0,0,1,0,0,0,5,0,0,40,0,0,2,5,4
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,32,181,3
Brazil,152,104,125,0,0,39,0,74,71,0,0,610,0,0,13,3,8,5,46,2
Peru,0,0,0,0,0,9,0,0,85,0,0,0,87,0,87,0,54,0,97,2
Romania,0,0,0,0,0,0,0,3,1,0,0,106,25,4,0,5,2,14,18,2
Cameroon,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Djibouti,19,12,38,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
Uganda,15,125,0,0,0,0,0,0,0,0,6,0,2,0,0,59,0,491,56,0
Chad,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0
Equatorial Guinea,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Democratic People's Republic of",0,0,0,1,0,12,0,14,48,2,0,1,5,22,4,7,198,1,1,0
Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
Western Sahara,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
United States Minor Outlying Islands,0,243,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Albania,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,0,0,0,12,0,0,0,0,1,0,0,1,12,0,0,0,0,0,4,0
Azerbaijan,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Barbados,0,15,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
Belize,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0
Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Cayman Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
Colombia,0,0,0,0,0,0,0,251,0,0,0,0,0,965,0,0,0,0,0,0
"Congo, Democratic Republic of the",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,0,0,0,0,0,6,0,20,0,0,0,0,0,0,0,0,1,0,9,0
Czech Republic,0,0,40,8,64,64,42,0,13,7,0,26,0,17,6,0,31,1,0,0
Ecuador,8,93,13,1,123,2,27,4,1,0,0,87,4,0,0,0,0,4,2,0
El Salvador,0,0,0,0,0,15,0,108,15,0,0,0,0,0,0,0,0,0,0,0
Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0
Finland,1,0,5,0,0,0,0,0,4,0,0,8,9,40,19,0,75,23,117,0
Georgia,0,0,0,10,0,0,42,0,0,26,0,0,0,0,0,152,0,0,0,0
