Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,10962,9428,11182,11768,20760,23998,27474,36091,40211,39876,35062,45444,47670,50016,46360,40440,45595,48489
Viet Nam,0,0,0,0,0,0,0,272,1057,5061,2145,249,180,16,650,26183,29995,23579
Australia,10962,9374,8968,10951,11507,18092,25619,5727,2472,12955,20293,43648,44313,48622,45237,11808,11564,22191
China,0,0,0,1,0,57,1513,2,8490,20023,10703,603,1916,1136,250,99,555,1445
"Hong Kong, China",0,0,0,0,0,0,0,3,59,493,330,0,1,3,0,43,142,836
Singapore,0,0,39,1,14,1,0,0,2,0,25,1,54,3,0,0,0,191
Antigua and Barbuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,120,0,96
Argentina,0,0,0,0,0,0,0,0,0,0,24,76,36,0,37,37,165,91
"Taipei, Chinese",0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,38
New Zealand,0,7,5,23,14,21,26,31,34,18,67,8,13,13,11,22,186,14
United States of America,0,0,0,0,6660,5824,4,30055,27658,1088,617,849,1154,210,10,1441,2961,5
Japan,0,0,0,0,0,0,2,0,0,53,0,1,0,0,1,3,0,2
Belgium,0,0,55,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,0,0,0,0,0,0,0,0,40,29,31,4,3,4,30,4,0,0
Germany,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,24,0
Italy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Malaysia,0,0,0,2,1,1,1,0,46,0,29,4,1,1,1,3,3,0
Papua New Guinea,0,0,2071,765,2562,0,299,0,188,0,540,0,0,0,106,670,0,0
Philippines,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
India,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0
Thailand,0,38,25,0,1,1,10,0,163,63,256,1,0,1,2,7,0,0
HHI,1,0.988562378,0.71567149,0.896119121,0.44089131,0.665612692,0.898166882,0.742753138,0.610062578,0.444697309,0.518819097,0.943834806,0.900886636,0.961203909,0.966644341,0.600562411,0.562257036,0.525643768
