Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,3968,3391,3890,5237,5630,7576,7452,6552,8276,7069,7856,8003,7256,6689,8713,8853,9689,8521,9318,11543
Portugal,1723,1944,2287,2899,3068,3841,3082,3115,4062,3452,3753,3600,3380,3335,3839,4140,4219,4977,5101,5154
Netherlands,568,531,680,1087,1416,1983,1824,1998,2335,1713,2277,2256,2077,2145,2431,2199,2909,2491,3416,3258
Spain,62,45,90,193,278,1131,1038,1156,1283,1234,1124,1190,1115,812,1892,1885,1926,500,252,2180
Brazil,108,133,285,216,158,123,180,110,100,246,247,424,338,258,204,204,323,305,240,376
Italy,76,91,96,154,145,227,914,98,117,104,188,192,249,72,271,193,184,69,55,285
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,149,117
Thailand,0,6,0,0,26,0,1,40,35,53,86,52,3,0,0,0,0,0,0,90
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,0,0,42,42
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,58,39
China,0,2,0,1,0,0,0,0,0,0,0,0,6,17,0,0,0,1,0,2
United States of America,0,0,0,0,1,2,1,1,0,1,0,0,1,24,30,12,0,0,1,0
Argentina,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,28,0,0
Belgium,58,76,80,102,98,77,42,28,60,24,22,0,0,9,23,76,2,0,0,0
Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Canada,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Denmark,521,328,135,381,286,0,300,0,246,159,157,282,69,0,0,68,73,78,0,0
France,0,0,0,30,15,26,35,4,2,8,2,1,3,0,1,48,1,12,3,0
Germany,40,54,18,0,0,0,1,0,0,0,0,0,0,0,0,0,12,27,0,0
Indonesia,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
Lebanon,0,0,0,0,0,0,0,0,31,58,0,0,0,0,0,0,0,0,0,0
Luxembourg,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,0,0,0,0,18,0,19,0,0,0,0,0,4,0,0,12,1,0,0,0
Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Senegal,0,0,0,2,0,36,1,0,0,0,1,0,0,0,0,0,0,0,0,0
South Africa,192,181,219,172,118,101,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,0,0,0,0,0,0,0,0,6,0,0,6,5,15,0,0,0,0,0,0
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0
HHI,0.290647608,0.447652694,0.433784767,0.427597022,0.455046202,0.425079453,0.349381725,0.403618148,0.410287113,0.40143551,0.383725156,0.333262445,0.427928161,0.424441968,0.365694233,0.386885819,0.390434788,0.508808199,0.503009762,0.360363353
