Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,476,255,333,413,592,567,601,469,349,622,558,498,466,609,531,379,236,270
Australia,3,6,13,20,67,150,66,112,55,96,76,143,99,82,42,38,38,112
China,202,113,49,173,172,146,247,185,173,285,191,182,219,254,214,125,63,99
Fiji,2,3,16,17,5,1,1,13,5,40,12,2,2,14,19,28,17,20
Thailand,59,30,12,26,19,32,34,31,38,28,22,28,60,2,11,81,2,18
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Hong Kong, China",10,0,56,22,48,6,30,13,0,2,25,35,1,72,5,14,11,8
Italy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Japan,0,0,0,1,0,25,7,0,0,0,0,0,0,1,0,1,2,1
New Zealand,0,0,5,10,6,5,3,11,9,20,2,0,2,23,116,5,39,1
Singapore,152,79,166,104,198,144,183,84,42,133,120,88,41,144,60,72,52,1
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Indonesia,31,20,11,19,48,17,13,8,2,9,21,9,0,0,0,0,0,0
"Korea, Republic of",3,0,0,0,0,3,1,1,0,2,0,0,0,0,60,0,0,0
Malaysia,8,0,2,0,8,0,1,8,0,0,9,0,7,0,0,0,0,0
"Taipei, Chinese",4,1,0,11,20,37,10,4,15,6,18,3,19,9,0,0,0,0
Pakistan,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea,0,0,3,0,0,0,6,0,1,0,0,1,0,0,4,0,4,0
India,2,2,0,10,0,0,0,0,0,0,30,6,13,7,0,14,0,0
Switzerland,0,0,0,0,0,0,0,0,9,0,33,0,0,0,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0
HHI,0.355848152,0.318679441,0.345201354,0.289476823,0.2308707,0.240410658,0.348945663,0.286765906,0.35291722,0.321019155,0.215137945,0.292530801,0.343339391,0.289370188,0.240624958,0.185691013,0.17911549,0.362872846
