Importers,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017
World,4,179,702,0,0
Brazil,0,179,702,0,0
Canada,4,0,0,0,0
United States of America,0,0,0,0,0
HHI,1,1,1,0,0
