Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,100286,122063,137101,116932,267180,250385,376704,524346,458431,124786,28928,50761,113993,325166,374244,330016,317090,635625
Indonesia,5443,4723,4417,5335,32334,29425,26899,68400,57597,20259,4085,5661,18319,76205,71140,78279,82645,248583
Malaysia,3571,12641,26903,24164,32886,63581,130460,178437,151013,17502,820,3596,10884,88357,155014,135201,121758,232699
Portugal,44599,42141,38514,25435,67241,53562,116264,104341,98671,39295,18148,23761,52937,92506,86920,66480,53975,83691
Brazil,6141,9964,5060,9679,9131,6803,5368,10422,8885,6603,1535,3572,7989,6468,6221,4242,8422,29088
Singapore,2245,5430,10080,3308,21558,19844,26987,37816,69979,15799,270,354,2795,19163,15197,11549,20392,9206
India,0,0,160,120,644,438,95,521,1491,1204,35,185,95,1484,568,951,3788,5710
Morocco,0,59,0,11,84,0,500,207,602,1086,0,0,0,1902,1062,1620,1434,5079
Netherlands,4012,585,11281,6953,15961,9558,4630,8273,2141,3156,777,3760,6747,475,849,2551,1584,4091
Türkiye,0,84,0,0,0,71,81,322,29,0,0,9,220,1919,2227,1045,8546,3930
Belgium,2942,6746,278,556,3443,2833,7224,8556,7044,5716,1074,5147,5227,14684,11058,8083,4173,2983
Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,589,545,2368
United Arab Emirates,0,1566,1404,672,1075,1396,1061,3116,12318,1718,74,399,894,2101,1007,213,803,943
"Congo, Democratic Republic of the",0,0,0,0,0,0,23,1,0,23,5,11,0,0,180,276,589,940
China,111,5648,1,587,1562,1453,1933,2147,2904,504,268,217,184,2528,1066,1033,788,812
Spain,858,9,1541,660,5,162,173,673,476,157,4,207,2175,1687,1708,1324,659,774
South Africa,2833,1844,3739,709,1938,2089,1205,1270,1069,1150,598,2411,1700,1032,848,906,500,739
Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,257,0,637
Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499
Germany,1522,96,1,0,5,3,49,15,7,1,0,0,1038,8,0,0,123,459
Poland,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,453
Italy,3,0,14,403,177,172,201,295,340,241,43,155,241,30,99,120,884,378
United States of America,2915,7706,917,168,3650,4478,1656,1028,457,425,374,209,202,6,954,401,754,286
Ukraine,0,0,0,0,0,0,0,5,0,15,0,0,1308,4372,4260,1366,0,261
France,1587,44,149,193,310,251,403,953,397,427,37,116,288,434,289,147,751,187
Namibia,0,49,187,557,2908,284,645,160,63,232,132,62,4,3,80,223,147,156
Congo,141,0,7,280,682,48,74,90,0,0,0,0,0,29,3,6,0,153
Argentina,14927,19492,28898,30662,66941,51383,47942,91905,39483,3896,106,796,140,4783,3696,2472,2277,94
Slovenia,0,0,0,140,0,104,0,0,173,0,0,0,0,0,0,24,0,77
Sao Tome and Principe,0,0,0,0,0,13,0,0,0,0,0,0,2,5,11,1,5,65
Canada,65,36,6,1,300,0,523,0,158,2,0,0,0,2,214,2,364,47
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,93,47
Tunisia,0,0,0,509,2057,379,657,1059,445,556,186,0,52,93,66,18,60,43
Colombia,0,0,0,566,0,0,0,0,0,0,0,0,0,0,0,0,0,37
Kenya,0,0,0,0,29,242,432,780,302,715,132,48,222,21,0,44,41,30
Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
Lebanon,584,907,112,443,1116,33,707,809,1016,830,33,17,30,109,750,21,54,18
Israel,0,0,0,34,4,2,6,9,15,0,0,1,43,46,9,2740,0,14
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,62,11
Sweden,117,0,0,0,153,0,0,0,0,1,0,0,0,0,0,0,0,3
