Importers,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017
World,59,6,0,0,4075
United States of America,38,6,0,0,3685
Dominican Republic,21,0,0,0,301
France,0,0,0,0,35
"Taipei, Chinese",0,0,0,0,25
Viet Nam,0,0,0,0,25
Barbados,0,0,0,0,4
Canada,0,0,0,0,0
Germany,0,0,0,0,0
HHI,0.098218626,0,0,0,0.843496636
