Exporters,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017
World,29,6,34,50,5
United States of America,29,3,34,50,5
Canada,0,3,0,0,0
France,0,0,0,0,0
HHI,1,0,1,1,1
