Importers,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017
World,17,38,22,27,49
Canada,1,0,0,0,29
United States of America,8,28,19,5,11
Nicaragua,0,0,0,0,4
Germany,0,8,3,20,3
Guatemala,0,0,0,0,1
"Korea, Republic of",0,0,0,0,1
Antigua and Barbuda,0,2,0,0,0
Dominican Republic,1,0,0,0,0
France,7,0,0,2,0
HHI,0.261624152,0.451395856,0.570955035,0.449006592,0.394684431
