Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,6919,7323,7134,9019,8659,18179,17077,15801,20109,19146,23929,27956,21466,18306,19589,26904,25369,24943,26088,32575
Netherlands,3360,2955,2608,2870,1609,2725,3615,3296,6988,3590,4107,5405,4125,2643,6506,6325,7570,7752,8305,10960
Ireland,393,430,169,86,53,902,1032,1479,1833,1595,5491,4840,2924,5692,3981,8139,7924,5319,3643,5227
France,1048,1072,1476,1797,1649,2764,2712,2948,2543,2850,2977,3281,3440,2121,3005,4349,2709,3548,3697,5038
Côte d'Ivoire,200,129,414,32,29,24,86,326,156,481,670,491,495,70,150,125,426,368,766,3640
Malaysia,4,141,262,674,1269,5627,5187,407,560,904,1841,3335,1940,675,1039,517,1210,1003,1144,1627
Togo,844,704,436,749,660,685,668,1452,1453,1611,2886,4041,3150,1271,873,2456,2144,1540,2611,1556
Argentina,0,88,318,871,355,1760,827,1411,984,1358,58,102,48,307,0,0,0,29,0,1153
Poland,0,0,73,0,0,0,44,13,62,17,137,0,76,73,159,100,60,216,1292,1102
Ghana,111,108,9,15,99,68,469,362,524,5,105,21,1550,1514,11,52,6,1298,1653,677
China,17,124,41,174,521,525,253,391,446,411,650,397,206,109,277,255,227,281,335,671
New Zealand,0,0,0,23,21,366,317,872,1035,2420,3095,3700,1175,1761,1051,3014,2156,2054,2093,145
Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,101,118
Belgium,185,426,150,317,128,5,588,453,291,450,596,756,424,150,445,642,491,1221,35,81
United Arab Emirates,0,0,6,0,37,254,109,0,30,53,107,382,424,411,247,46,12,68,33,74
Germany,0,0,0,40,0,47,39,0,86,59,30,120,177,21,67,0,0,5,12,71
Italy,0,0,40,70,205,278,181,9,101,7,171,29,123,1,1,22,0,46,20,65
Tunisia,0,12,0,0,0,6,1,0,0,0,0,0,0,0,0,4,10,13,30,62
Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,60
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
United States of America,0,0,13,19,0,0,9,36,0,338,6,0,1,0,1,13,23,0,8,51
Brazil,0,60,63,26,0,68,44,0,17,0,0,0,0,4,130,121,7,0,67,35
Morocco,0,0,0,0,30,141,73,121,101,115,14,1,9,6,8,40,21,78,26,34
"Iran, Islamic Republic of",0,0,0,0,79,57,0,234,0,189,17,48,145,47,73,56,4,0,61,26
India,0,0,100,62,101,121,61,0,32,103,13,0,29,7,3,52,80,8,7,23
Spain,1,0,41,0,0,0,0,11,20,5,5,26,15,81,30,14,6,21,15,14
Lebanon,1,12,4,0,3,34,11,9,0,2,0,0,19,14,1,0,1,1,1,2
Denmark,42,0,0,0,0,0,0,0,1,0,0,0,0,47,201,0,0,2,15,1
Gibraltar,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,0,0,0,0,0,0,0,0,0,0,0,1,0,74,0,0,0,15,0,0
Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Bulgaria,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,0,0,0,0,0,0,0,0,31,119,26,66,3,6,0,0,0,0,0,0
Central African Republic,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
Benin,0,0,0,0,0,113,2,0,1,1,32,3,1,2,12,3,0,0,0,0
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Honduras,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hong Kong, China",0,49,21,18,43,58,0,0,0,0,0,25,32,0,0,0,0,0,0,0
Iceland,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,0,149,189,249,244,218,38,0,95,52,0,53,54,258,337,11,0,0,0,0
Israel,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lithuania,0,0,0,182,18,29,94,0,68,0,0,0,0,0,0,0,0,0,0,0
Mali,0,30,0,0,0,72,27,134,66,106,14,26,42,11,27,17,39,0,19,0
"Taipei, Chinese",27,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
Aruba,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,0,0,0,3,11,1,0,0,0,0,0,0,0,1,1,23,0,0,0,0
Nigeria,0,0,0,0,1,0,1,0,191,93,230,2,8,0,14,27,0,1,5,0
