code,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
28,0.415947573,0.180321279,0.168193299,0.368195675,0.239355892,0.277792162,0.182619543,0.178531176,0.3619688,0.266469745,0.732620656,0.367696948,0.519502903,0.584454651,0.433688389,0.320734224,0.282633532,0.312820977
29,0.213015482,0.381045071,0.385848451,0.604706876,0.421108295,0.589243873,0.40805903,0.242518268,0.17448624,0.215640646,0.321856293,0.38329971,0.297088434,0.343339367,0.286049594,0.248345589,0.259201554,0.303095805
30,0.364734129,0.282170281,0.314853758,0.206196747,0.412024596,0.296091723,0.313699535,0.259873889,0.195623724,0.270822994,0.235224319,0.280562526,0.202064279,0.235630695,0.190847196,0.456215211,0.419690685,0.239913393
31,0.048189833,0.063450001,0.527672669,0.679540399,0.433753408,0.660186363,0.596153251,0.946116765,0.372123265,0.46956075,0.341796846,0.203708361,0.243426979,0.385631476,0.483286083,0.306191804,0.382416158,0.387434789
32,0.289621029,0.303000789,0.306266252,0.419097468,0.296358848,0.340740648,0.342900763,0.286614411,0.376902526,0.413834591,0.389991074,0.320977382,0.395730864,0.27339728,0.322251827,0.242480355,0.233520254,0.201620366
33,0.45754021,0.417362028,0.417157319,0.452678656,0.277496819,0.400584271,0.360275483,0.351561006,0.612460712,0.592887895,0.427573457,0.386337236,0.346016671,0.314623787,0.23173354,0.314995906,0.28298256,0.249634223
34,0.238546368,0.227348296,0.212905809,0.267095864,0.259304059,0.212128057,0.231208784,0.261529248,0.252253578,0.317489332,0.329222577,0.342432909,0.352289735,0.389030317,0.3729471,0.354996129,0.379227551,0.287864334
35,0.615000473,0.361419349,0.55190545,0.383976077,0.339368903,0.515038397,0.383786761,0.350759708,0.289397037,0.500961966,0.346453798,0.223670027,0.254677923,0.226694663,0.218307723,0.172236987,0.2011929,0.164780069
36,0.380323959,0.508375705,0.467727159,0.291095768,0.24422294,0.61010635,0.630908765,0.919800065,0.712363133,0.425331066,0.440835617,0.827260931,0.407092964,0.399882986,0.884719485,0.573706454,0.845671023,0.830045338
37,0.276626947,0.398824449,0.645516055,0.400307078,0.566608469,0.599250903,0.438057249,0.643450943,0.393003685,0.546805787,0.505252865,0.419510994,0.484472508,0.458782474,0.401429163,0.437484305,0.649465959,0.508977476
38,0.605586208,0.581532451,0.361935196,0.602954163,0.756954225,0.694388776,0.600621595,0.60647029,0.351585611,0.55478912,0.56709296,0.380004955,0.35819101,0.452529302,0.409864978,0.3610809,0.2828869,0.36780922
39,0.237636435,0.276619584,0.304062499,0.298195718,0.307855499,0.222217533,0.296646287,0.221050074,0.278710892,0.292262693,0.300042701,0.255382478,0.262195744,0.229080263,0.256020523,0.302368708,0.300094748,0.3712971
40,0.274765028,0.20811338,0.291681781,0.189209285,0.181820413,0.257717897,0.223010614,0.216722548,0.198289451,0.273612339,0.239825512,0.297340389,0.311928864,0.302718805,0.244565282,0.268253689,0.327552679,0.392302681
41,0.404545882,0.130590976,0.284959256,0,0,0,0.284959256,0,1,0,0.130590976,0.284959256,0.212372541,0.145834278,0.401219067,0.693494315,0.854586654,0.130590976
42,0.300097734,0.155888577,0.211692518,0.451082256,0.189288522,0.254427717,0.296301313,0.45183741,0.342563229,0.407031569,0.378155909,0.455991798,0.420683465,0.36490912,0.512910178,0.465292291,0.377347974,0.476376156
43,0,0,0,1,0,1,0,0,0,0,0.033301071,1,1,1,1,0.457119613,1,0
44,0.329019844,0.395701024,0.233862653,0.470389923,0.383097147,0.255871762,0.210846187,0.25067999,0.230198353,0.520554245,0.435392008,0.353364344,0.208732379,0.222293647,0.217183599,0.320547992,0.241256781,0.326442604
45,0.552622199,0,0,0.705097496,1,1,1,1,1,1,1,1,0.130590976,0,0.253881453,0.222240914,0.618641406,0
46,0.196187391,0.160634135,0.013793755,0.188433409,0.258107456,0.5751635,0.271553148,0.514015811,0.772903177,0.355353045,0.70165356,0.364962731,0.824829748,0.619915315,0.381929607,0.255437998,0.193001706,0.361700189
47,0.130590976,1,0,1,1,0.130590976,0,0,0.130590976,0.259870038,1,0,0.6252817,0.93862373,0,0.546822884,0.237700389,0.203418298
48,0.321622074,0.29918981,0.250671709,0.227308009,0.259440599,0.244977434,0.264849078,0.243009215,0.206161842,0.242266071,0.26211958,0.200558252,0.303601374,0.239841954,0.305303924,0.266584589,0.252816285,0.292621871
49,0.616388639,0.874087956,0.611748428,0.503644644,0.574580499,0.820236796,0.622829066,0.432692288,0.3601391,0.510125889,0.618763494,0.571842971,0.659639441,0.68539756,0.56859226,0.627601098,0.671221011,0.473034345
50,0.130590976,1,1,1,1,1,0.176470588,0,1,0,0.088792507,0,1,0.42665706,0,0,1,0.815895431
51,0.587881921,0.44494731,0.443375673,0.313529773,0.648318887,0.258623149,0.38046592,0.556203299,0.644260854,0.331378776,0.383239715,0.469345368,0.35856671,0.371029102,0.171709096,1,0.386015759,0.224948308
52,0.355848152,0.318679441,0.345201354,0.289476823,0.2308707,0.240410658,0.348945663,0.286765906,0.35291722,0.321019155,0.215137945,0.292530801,0.343339391,0.289370188,0.240624958,0.185691013,0.17911549,0.362872846
53,0.307007204,0,0.060660172,0,0.002492735,0.23728097,1,0,1,0.195066314,0.384807393,0.682914004,0.237266584,0.125827152,0.901609191,0.072806663,0,1
54,0.109880133,0.552622199,0.082863336,0.043761795,0.109450668,0.468403388,0.069688023,0.291971909,0.039230485,0.210380344,0.2398347,0.218974023,0.512457016,0.030157507,0.355192714,0.677033073,0.570927468,0.39479473
55,0.284959256,0.047810851,0.267754658,0.136800344,0.148794103,0.224241382,0.39055724,0.267782596,0.222240914,0.143170798,0.297832748,0.499276603,0.244568063,0.172426709,0.128198028,0.113330869,0.261044359,0.356310888
56,0.172948686,0.244896889,0.150069114,0.197175817,0.167709293,0.349717207,0.308627399,0.387017473,0.258367862,0.328091029,0.260953222,0.115824395,0.355623726,0.347357003,0.367702687,0.349172422,0.470526335,0.204650508
57,0.532855432,0.200277177,0.202191245,0.203582614,0.216454815,0.099387506,0.168531445,0.35131465,0.326713977,0.493120967,0.310473954,0.415916835,0.396011591,0.579511581,0.218745902,0.541251415,0.210254793,0.670704884
58,0.148970057,0.17952615,0.255479051,0.095043258,0.195022344,0.104729009,0.085852296,0.248426222,0.264104416,0.254620903,0.109975665,0.29361729,0.301743984,0.25115996,0.188286903,0.505466986,0.557097108,0.394099845
59,0.213086147,0.102646818,0.264373415,0.431918363,0.531004388,0.473745325,0.478543858,0.513184467,0.41534251,0.370279693,0.338984498,0.372737479,0.351527337,0.23488154,0.172472234,0.270803514,0.413815609,0.285175739
60,1,0.130590976,0,0,0.10656667,1,1,0.396994335,0.284959256,0.769716957,0.170843251,0.364024162,0.536990094,0.289548994,0.346600658,0.621286967,0.727741521,0.738929301
61,0.218243734,0.159585054,0.209812695,0.408735755,0.395900206,0.259512679,0.309154417,0.39446874,0.40741224,0.34619078,0.302050319,0.333314889,0.359817391,0.334040629,0.270319411,0.421415546,0.258981296,0.353484127
62,0.173574015,0.202190657,0.149702426,0.267170053,0.153661536,0.250663764,0.295442481,0.279777561,0.255451665,0.558318594,0.374217131,0.315566718,0.359985259,0.344922096,0.277802116,0.310709628,0.33816174,0.389492126
63,0.508899962,0.490564708,0.395459266,0.424120758,0.501265491,0.445394716,0.46416445,0.439723023,0.405565399,0.573193736,0.624886412,0.552200541,0.517261065,0.692452961,0.667051702,0.66332724,0.638622643,0.610356756
64,0.269270149,0.276821814,0.231870355,0.306219735,0.202877621,0.304427765,0.289612683,0.309872668,0.2843379,0.298256079,0.38635747,0.35805342,0.303750855,0.277151719,0.240565624,0.260568145,0.288436113,0.370416623
65,0.14409987,0.289065287,0.236271708,0.176703736,0.369376976,0.402495441,0.276968124,0.277688884,0.203888935,0.585749563,0.358421687,0.289625822,0.377305905,0.192621164,0.194953529,0.205303538,0.37056503,0.382456372
66,0.440959045,0.3048276,0.295378144,0.146210985,0.265478817,0.4284289,0.371549244,0.459851301,0.381752209,0.484133385,0.724848481,0.736263568,0.475569809,0.760551417,0.535507287,0.638232587,0.600414787,0.657208079
67,0.676031291,0.019735022,0.060660172,0.69190351,0.283377896,0.713158265,0.36352517,0.317302886,0.556142721,0.768969107,0.502590356,0.260981703,0.272361638,0.572824213,0.307007204,0.013592627,0.072942337,0.132976127
68,0.270732325,0.318657585,0.55433144,0.51569992,0.45682406,0.420548811,0.182681843,0.269009827,0.194150892,0.295540088,0.270217661,0.226808225,0.254841095,0.236551393,0.167950471,0.286105743,0.250930723,0.328443053
69,0.346666647,0.252910779,0.298838514,0.388489474,0.332225628,0.422481508,0.354256237,0.34573214,0.32541093,0.255351438,0.19760698,0.267247259,0.365531895,0.417316758,0.184618724,0.334165642,0.312978536,0.379489153
70,0.278518582,0.20276584,0.167459436,0.294583969,0.479212108,0.368849684,0.306809804,0.230700944,0.251046405,0.34613923,0.217933166,0.250665948,0.306493866,0.284709626,0.2733791,0.27833517,0.265643625,0.552557511
71,0.750761617,0.154954198,0.082863336,0.335322282,0.816011262,0.92589009,0.969115512,0.971594366,0.195893761,0.452850301,0.301704349,0.372412372,0.403196941,0.887003756,0.418167832,0.359473712,0.171271599,0.23308553
72,0.743526859,0.758833105,0.63275343,0.359180731,0.310664029,0.296557325,0.243840842,0.266806074,0.275652858,0.224660298,0.273613482,0.192671876,0.271326252,0.369932599,0.292193322,0.393203629,0.443029761,0.408658715
73,0.318033465,0.294860019,0.292912416,0.392159718,0.236769423,0.207826271,0.223333101,0.23087311,0.178872357,0.321933996,0.386653406,0.339711188,0.350798351,0.30398392,0.214199069,0.475275663,0.288065145,0.390030515
74,0.185091391,0.317107535,0.267964162,0.485178497,0.253454602,0.329710778,0.370714276,0.631220101,0.220207494,0.293457605,0.318420136,0.495287781,0.186007388,0.431591126,0.536895017,0.257952483,0.245122226,0.417456928
75,0,0,0,0,0,0.401219067,0,0,0,0,1,1,0.29580536,0.365568389,1,0.228334526,0.288313515,0.293626448
76,0.286734845,0.3556496,0.470398446,0.406390706,0.520985155,0.445116431,0.519134615,0.484543978,0.324426212,0.472888029,0.49259693,0.432691315,0.535205522,0.427359682,0.405564032,0.520340183,0.286762897,0.454908176
78,1,1,0,0.644260854,0.130590976,0.130590976,0.08012345,0.268245951,0.452966315,0.328021391,0.401219067,0.567711902,0.396424506,0.377598555,0.060660172,0.603553391,0.109450668,0.130590976
79,0.338452838,0.130590976,1,0.478001961,0.133718907,0.64907088,0.17818416,0.287410849,0.240746305,0.265920357,0.341686939,0.422371434,0.441943768,0.196595272,0.179660271,0.775134389,0.203020513,0.423904535
80,0.978792108,0,0.130590976,1,1,0.992266817,0.215918603,0.599912494,0.024510411,1,1,0.976861088,0.684847078,0.155570384,0.556239444,0.696402666,0.997699678,0.805368422
81,0,0,0,0,0,0,1,0,1,0,0,0.072806663,0,1,1,0.254547944,0.4301645,0.28353507
82,0.288469667,0.324833888,0.368691495,0.357821682,0.336569579,0.344459309,0.310608046,0.297679515,0.260945557,0.360920162,0.370318079,0.29069878,0.247550263,0.221365456,0.206044372,0.283199408,0.255044019,0.226524666
83,0.473480054,0.35553089,0.355486186,0.373578479,0.402160021,0.522174838,0.34014793,0.374227409,0.345945856,0.366086237,0.353925372,0.346516472,0.537656743,0.400555708,0.280556059,0.313643098,0.313447856,0.26834307
84,0.287342017,0.370934531,0.434317234,0.417232658,0.409826398,0.322157557,0.362508035,0.356086699,0.351580276,0.523575687,0.390224922,0.390791659,0.390323495,0.266954963,0.297271531,0.296831054,0.376262725,0.363773088
85,0.252500453,0.268093577,0.332195178,0.330002333,0.42209615,0.402443637,0.320302994,0.352236189,0.296677014,0.463365748,0.322597613,0.265054504,0.275315644,0.275498415,0.188970811,0.236361836,0.574842477,0.26750182
86,0,0,1,0.384949087,0.268874189,0.210709051,0.32885039,0.300001739,0.50563278,0.478652302,0.255761421,0.276924644,0.344316712,0.267223748,0.309066959,0.407051483,0.419052926,0.267932933
87,0.401657653,0.479258989,0.462269437,0.467423723,0.398495347,0.447693031,0.494819156,0.529201181,0.362600254,0.545075821,0.321547267,0.462644967,0.389810002,0.402599121,0.44551912,0.476322621,0.383460004,0.349431574
88,0.830997538,1,0.683012702,0.633479337,0.884273249,0.607262019,0.932767181,0.815072725,0.72295088,0.818614018,0.591471869,0.544940942,0.479482025,0.422033662,0.382020349,0.390605622,0.328987713,0.306616226
89,0.351094978,0.476953976,0.47159343,0.236340816,0.34171887,0.437218383,0.232136068,0.299905902,0.891605533,0.396533698,0.645370386,0.422394818,0.360929089,0.297324797,0.533960978,0.478988503,0.487285527,0.855531137
90,0.274358476,0.335150103,0.554991562,0.470949123,0.614174108,0.426377837,0.434515036,0.391017411,0.490922117,0.45723992,0.455387087,0.451316746,0.317075286,0.301698678,0.294932358,0.323822366,0.2935107,0.308406225
91,0.18024431,0.17449129,0.11427106,0.4271061,0.21942537,0.14849436,0.18556697,0.43000101,0.33415547,0.87851897,0.24211396,0.64277423,0.33273936,0.22827409,0.1743278,0.28869007,0.17673189,0.10282177
92,0.24023912,0.170573455,0.282712328,0.143265944,0.144222554,0.189725677,0.266625795,0.160115144,0.169704878,0.512657626,0.211447634,0.272283446,0.20943799,0.267690418,0.162021677,0.309119741,0.31072682,0.114896604
93,1,0,1,1,0.982625208,0.284959256,0.050597246,0.808125635,0,1,0.354514948,0.990646961,0.622751046,0.20297418,0.556142721,0.441165096,0.749169362,0.93498569
94,0.227881172,0.31550624,0.40188011,0.548476563,0.474894136,0.444924085,0.369478601,0.394396052,0.483463149,0.55894541,0.430917159,0.313095152,0.501052963,0.392904059,0.45136246,0.352200764,0.420116787,0.369595907
95,0.25709055,0.301824693,0.183148334,0.233257686,0.250739438,0.35840451,0.242433017,0.326632396,0.233433688,0.265852889,0.355221327,0.362227865,0.362029114,0.346850149,0.356611448,0.294047807,0.255826069,0.262108344
96,0.274850887,0.408501389,0.374615018,0.319976419,0.241786831,0.304221717,0.317865349,0.283959977,0.273192432,0.391443162,0.3724768,0.47114348,0.412338965,0.443411712,0.364202229,0.343876743,0.233722766,0.341541058
97,0,0,0,1,0.683012702,0.088473426,0.372641084,1,0,0.100288338,0,0.75796109,0.515496986,0.248235105,0.033734102,0.167334309,0.286487533,0.199614605
99,0.27160492,0,0,0,0.54472737,0.47249887,0.63415681,0.40661342,0.31280629,0.45304798,0.62288832,0.50742216,0.40130557,0.34273148,0.35771875,0,0,0.31669499
