Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,13,16,25,44,67,30,396,71,137,206,234,122,693,63,89,106,123,92,140,210
Belgium,13,16,21,16,23,28,42,53,57,102,104,14,15,29,49,44,57,52,71,86
United Arab Emirates,0,0,1,2,3,2,4,16,44,77,114,82,2,19,9,53,52,24,47,61
"Tanzania, United Republic of",0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,23
Egypt,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,2,13
Uganda,0,0,0,0,0,0,1,0,0,5,0,0,0,2,3,3,6,7,10,9
Kenya,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,1,1,1,2,6
Italy,0,0,0,0,1,0,1,1,0,1,2,0,3,1,3,0,2,2,7,5
Türkiye,0,0,0,0,0,0,0,0,0,0,1,21,29,0,0,0,0,0,0,2
China,0,0,0,0,0,0,0,0,0,0,0,0,205,2,0,1,4,1,0,1
France,0,0,0,0,39,0,9,0,0,0,0,1,194,0,0,3,0,0,0,1
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
India,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,2,0,1
South Africa,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,1,0,0,1
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Denmark,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Germany,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0
Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0
Mali,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Netherlands,0,0,0,24,0,0,0,0,0,0,0,0,6,6,0,0,0,1,0,0
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Spain,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Switzerland,0,0,2,0,0,0,0,1,34,19,0,0,0,0,0,0,0,0,0,0
Togo,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ukraine,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0
HHI,1,1,0.632670967,0.315043286,0.354842474,0.7805045,0.491475533,0.602259069,0.162579197,0.370879753,0.490275697,0.499003847,0.276918102,0.342803334,0.371488529,0.460672304,0.428232485,0.4248278,0.348953896,0.337024771
