Exporters,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017
World,13,20,21,14,4
United States of America,10,10,18,12,2
Dominican Republic,0,0,0,0,1
Panama,0,5,2,1,1
Brazil,0,2,0,0,0
Canada,0,2,0,0,0
China,0,1,1,1,0
"Hong Kong, China",1,0,0,0,0
Indonesia,2,0,0,0,0
HHI,0.49893966,0.23802729,0.677584777,0.676031291,0.082863336
