Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,0,4,24,26,69,0,20,7,44,39,148,116,32,110,61,67,41,71,346
United States of America,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325
France,0,0,0,1,0,0,0,0,0,0,0,10,72,13,17,15,25,29,46,11
Uganda,0,0,0,0,0,0,0,0,0,30,0,8,0,0,0,0,4,0,0,6
"Tanzania, United Republic of",0,0,0,0,5,0,0,0,0,1,0,0,0,2,3,0,2,5,3,2
"Congo, Democratic Republic of the",0,0,0,0,3,0,0,0,7,0,0,0,0,9,9,19,10,7,2,1
Rwanda,0,0,3,11,17,9,0,20,0,0,39,129,0,8,80,26,26,0,1,1
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Australia,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0
Gabon,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
Niger,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
Pakistan,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sudan (before 2012),0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0,0,0.284959256,0.241837369,0.391010871,0.587881921,0,1,1,0.453835054,1,0.706390643,0.448074688,0.114534656,0.496994234,0.165203649,0.208788716,0.476365459,0.48097511,0.898658249
