Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,4033,5298,6758,3913,15365,12103,10880,9083,11444,12483,11668,12741,13251,7375,8715,8111,11570,13453,18965,12613
China,13,1730,2487,200,3800,8486,7611,5502,4993,4811,5707,5963,6004,3454,4335,3546,7083,8868,13363,8087
France,690,380,672,686,8007,687,528,1036,1050,975,835,866,1485,1511,1189,1214,1337,1949,2124,2180
Belgium,95,113,329,503,434,361,624,347,369,451,139,222,739,212,395,607,667,285,643,799
United Arab Emirates,0,5,3,13,15,59,72,317,84,72,69,212,136,76,71,37,99,123,782,278
Togo,197,260,379,1072,1392,655,118,192,2978,1630,1073,428,1106,384,1161,1246,1245,706,680,201
"Hong Kong, China",0,0,0,0,0,10,204,0,194,1787,2037,3174,965,53,300,535,137,119,140,199
Spain,149,311,229,453,527,631,147,102,58,160,36,82,110,162,127,31,178,76,165,175
Netherlands,4,0,1,2,0,0,0,0,306,8,9,29,7,17,47,12,31,217,93,160
Lebanon,34,45,30,62,102,173,145,139,140,197,269,258,253,258,140,96,54,251,311,99
Singapore,27,112,0,67,0,31,36,12,34,95,87,14,7,10,0,0,0,48,0,96
Poland,0,0,0,0,0,0,0,0,0,0,7,16,8,0,10,19,40,17,68,54
South Africa,66,86,54,148,151,160,188,220,118,168,39,353,188,170,110,22,140,18,119,51
Viet Nam,0,0,0,0,0,43,41,0,0,2,7,51,40,77,36,0,24,27,21,49
Italy,2601,1404,1453,343,484,266,355,702,317,103,132,88,5,11,117,148,9,396,56,46
Germany,13,10,27,25,76,124,51,12,22,52,20,48,94,4,1,1,18,1,0,28
Morocco,27,89,70,0,0,0,0,0,4,26,5,38,23,40,71,28,21,22,49,23
Bulgaria,0,0,0,0,6,16,7,14,29,19,37,0,21,20,19,13,19,20,21,22
Ghana,47,305,722,78,1,5,0,45,79,143,45,103,313,149,189,332,28,13,56,16
Nigeria,21,31,77,21,31,23,53,87,86,316,345,191,20,90,47,4,13,40,16,15
India,3,7,1,11,63,14,57,5,25,69,85,14,55,0,77,49,43,124,10,10
Portugal,0,0,0,0,0,0,0,4,0,33,19,0,949,207,7,0,0,3,4,6
United Kingdom,0,0,9,23,60,24,21,10,0,6,17,13,8,117,0,1,5,5,5,6
Türkiye,5,0,0,0,0,13,0,39,33,23,74,40,42,38,89,0,0,43,5,5
Egypt,9,15,0,0,23,42,6,58,28,24,45,69,110,46,0,69,67,29,170,4
Malaysia,0,0,0,0,1,0,0,0,73,484,170,178,300,68,0,11,0,0,0,2
Cameroon,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,1
Switzerland,0,44,0,0,0,0,0,0,193,425,0,2,11,0,0,0,0,0,0,1
United States of America,7,72,9,1,14,20,17,11,7,0,2,7,10,0,0,0,178,32,1,1
Niger,0,0,0,0,0,0,68,0,0,0,31,0,9,48,97,37,7,17,1,0
Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,0,0,0,0
Afghanistan,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Albania,0,0,0,0,0,0,0,0,0,16,0,0,0,0,9,0,0,0,0,0
Algeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
Andorra,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
Angola,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Argentina,0,0,0,0,5,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0
Australia,0,0,0,0,0,0,0,0,0,0,10,10,8,0,0,0,0,0,0,0
Austria,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,3,21,0,0,0,42,55,71,87,41,61,29,73,56,18,2,0,0,0,0
Brazil,0,0,0,6,23,3,0,24,61,26,102,4,40,0,0,0,0,0,20,0
Brunei Darussalam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
Canada,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Colombia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,0,0,0,0,0,28,10,0,19,0,0,0,0,0,0,0,14,0,0,0
Denmark,0,0,0,24,54,0,0,0,0,0,39,0,45,36,0,0,43,0,0,0
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0
Indonesia,0,0,0,0,1,12,0,3,0,0,0,20,0,0,0,0,0,0,0,0
"Iran, Islamic Republic of",0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,3,0,0,0,0,8,0,8,0,0,7,0,0,0,44,1,0,0
Japan,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0
"Korea, Republic of",0,61,0,0,0,0,0,40,0,0,0,0,0,0,7,0,0,0,0,0
Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
"Libya, State of",0,0,0,0,0,0,32,0,0,15,0,0,0,0,0,0,0,0,0,0
Mali,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Mauritius,0,0,0,0,0,89,229,0,0,33,0,0,0,0,0,0,0,0,0,0
"Taipei, Chinese",0,92,59,9,48,34,106,24,33,221,49,10,10,18,0,0,0,0,0,0
Mongolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Pakistan,0,0,0,0,0,0,2,0,0,0,0,32,0,4,0,0,0,0,0,0
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0
Saudi Arabia,0,0,0,0,0,14,3,0,0,0,11,36,0,15,0,0,0,0,0,0
Senegal,0,0,0,63,4,2,70,41,22,12,31,5,0,12,0,2,0,0,0,0
Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
Thailand,9,106,145,91,23,33,16,9,1,27,4,7,17,9,0,12,2,0,41,0
Tunisia,0,0,0,9,7,0,0,0,0,0,0,2,9,0,0,0,7,0,0,0
Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0
