Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,57570,67930,99566,101419,143479,146850,194961,242691,258411,331527,142983,231619,283179,349840,296424,279264,327291,646960
India,9155,17583,13364,19216,26206,25235,45470,57466,60863,66468,32945,37922,75488,110790,93044,109776,115852,161695
China,141,3958,6865,14479,19746,22552,18789,28972,21740,45124,20529,43333,36805,58623,31800,34782,48989,116353
Portugal,30457,32090,47042,33119,69488,66493,93384,117349,126325,134148,60200,91863,137589,126981,110052,75399,78116,108306
Belgium,2170,1164,6388,1923,401,2081,2670,1467,3872,2119,3466,14902,5005,12655,4341,5716,8879,59676
Denmark,983,1055,1047,3855,4944,7643,5244,345,706,3180,3954,2187,946,1362,4372,10571,7247,54140
United States of America,228,2797,1874,564,3553,563,3200,2449,940,255,637,255,71,21,368,1787,19301,52841
"Hong Kong, China",0,0,0,1,8,2,0,44,0,34,1,0,129,135,364,562,9,52422
Netherlands,1886,2847,2215,2932,2042,1291,2611,6582,1981,1008,205,2115,1499,1914,948,1868,12518,14979
United Arab Emirates,94,4,0,3354,2810,62,2382,1827,13914,18275,2777,6790,2981,6326,4024,6889,12653,7493
Brazil,919,407,9276,290,1386,466,1981,3598,2553,3212,1235,1647,1635,4086,3732,8288,1596,5349
Sweden,0,0,0,1,0,0,305,424,239,4,0,1,0,11,0,367,134,2559
Germany,462,28,698,392,569,1022,789,1413,812,1541,1278,2431,1454,1442,1535,3239,3398,1421
Argentina,0,0,3,59,0,0,0,31,3,11,0,0,54,0,0,0,0,1411
France,1483,781,2586,7445,2239,4377,4913,8407,7100,5361,761,2224,4007,3420,25366,5282,1801,1340
South Africa,2225,3503,1871,1989,1528,1623,2884,1985,1939,5275,2237,4330,3003,3506,1622,2132,1032,1026
United Kingdom,217,145,1355,526,1391,1255,2697,1845,2560,1063,122,13,895,5665,251,436,927,798
Ethiopia,394,177,64,211,148,171,482,275,398,586,0,351,279,172,654,364,294,777
Botswana,0,0,0,0,0,0,4,0,0,0,205,1,0,0,0,152,29,443
Slovenia,0,0,0,0,0,0,0,147,0,0,115,0,0,256,399,168,439,373
Ukraine,0,0,0,0,0,1,0,23,0,0,0,11,0,0,1,89,19,339
Japan,0,0,98,31,66,64,89,1712,1416,1026,0,26,200,0,37,17,400,322
Switzerland,656,51,4,179,333,1984,374,1323,2914,626,270,617,452,342,782,415,500,269
Cyprus,53,0,7,0,50,2,11,6,2,124,0,0,0,0,0,1,170,222
