Importers,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017
World,24,215,489,758,546
United States of America,19,215,488,641,528
Italy,0,0,0,9,18
Australia,0,0,0,1,0
Canada,3,0,0,0,0
Dominican Republic,0,0,0,107,0
France,2,0,1,0,0
HHI,0.540505998,1,0.993025122,0.714860961,0.889361528
