Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,0,1025,3303,1471,0,1589,2910,2370,2244,0,0,0,0,0,0,0,1,0,0
Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
Belgium,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,0,0,0,29,0,0,2,0,0,1675,0,0,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0
Cuba,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Denmark,0,0,0,6,13,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0
Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,0,0,21,761,110,0,39,20,77,43,0,0,0,0,0,0,0,0,0,0
Gambia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Germany,0,0,420,1624,17,0,52,456,83,51,0,0,0,0,0,0,0,0,0,0
Hungary,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Israel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,0,0,8,4,3,0,13,31,2,2,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,0,16,3,1,0,0,0,0,0,0,0,0,0,0
Luxembourg,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,0,0,19,14,104,0,453,12,277,11,0,0,0,0,0,0,0,0,0,0
Nicaragua,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Panama,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Portugal,0,0,417,188,402,0,833,418,1690,314,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0
Romania,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,0,0,0,0,0,0,20,0,14,0,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,2,7,39,0,11,4,6,67,0,0,0,0,0,0,0,0,0,0
India,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0
Singapore,0,0,2,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,0,443,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Spain,0,0,95,122,111,0,66,50,31,21,0,0,0,0,0,0,0,0,0,0
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,456,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,13,45,203,0,59,1862,4,32,0,0,0,0,0,0,0,0,0,0
United States of America,0,0,24,10,2,0,8,30,4,5,0,0,0,0,0,0,0,0,0,0
HHI,0,0,0.407487715,0.418381489,0.233916732,0,0.455835798,0.561479683,0.645238516,0.689621241,0,0,0,0,0,0,0,1,0,0
