Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,1021,0,163,4,291,657,25,267,700,38,264,0,328,1,29,7,227,217,220,610
United Kingdom,0,0,0,0,14,0,0,0,0,0,0,0,156,0,0,0,0,0,21,201
Singapore,681,0,5,0,189,25,0,0,542,0,0,0,19,0,10,0,0,44,106,119
Australia,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,17,115
Italy,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,63
Japan,106,0,0,0,2,5,2,0,0,1,18,0,133,1,0,2,122,61,27,60
Germany,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,21,0,0,41
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,84,0,0,0
Denmark,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,68,0,0,10,130,0,0,0,4,0,0,0,0,0,0,0
Lao People's Democratic Republic,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,229,0,0,0,0,0,0,20,0,27,0,0,0,0,0,0,0,0,0,0
"Taipei, Chinese",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
Viet Nam,4,0,0,0,0,28,20,0,0,10,245,0,0,0,0,0,0,0,0,0
Thailand,0,0,1,0,0,588,0,0,0,0,0,0,8,0,0,0,0,0,0,0
United States of America,0,0,0,0,18,10,2,230,17,0,0,0,0,0,0,0,0,0,0,0
HHI,0.422645022,0,0.702793042,1,0.447726551,0.8135996,0.617899873,0.731763279,0.593489304,0.427778038,0.762819946,0,0.372615232,1,0.010026442,0.670555373,0.193287561,0.105184038,0.213241184,0.124432723
