Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,213203,199597,287170,303561,563300,439908,574882,866155,708263,772310,262146,120008,165611,160318,133955,105232,86446,109275
Portugal,143660,128490,182455,184889,292215,272534,347513,509196,408916,473281,143900,58794,69824,61311,53806,38003,34393,57141
South Africa,21440,14598,21544,40761,127664,56447,71187,107022,90548,120683,44343,36444,65076,47147,27155,16531,10776,13719
India,24,6982,7181,4386,11865,19773,31779,64267,38007,25310,13919,2561,3382,17585,18443,13733,11872,9852
Brazil,5135,5765,6101,9706,16679,14659,15752,30591,11648,17730,1499,2380,3754,2306,3381,11031,12021,9618
France,3033,2059,2903,1845,3289,3878,4610,10862,6357,6583,2135,2666,4857,3759,3092,1016,2541,2964
Italy,19,2779,7459,712,1958,3400,2706,3884,2886,5421,2073,1838,2705,3456,1014,1066,1403,2810
Spain,2793,6767,14280,7780,17767,17857,17495,23513,31840,7542,4467,1057,798,2182,3461,2000,1766,2644
United Kingdom,5775,353,4845,2721,7444,3540,11234,18807,22890,20395,12274,5357,4639,5556,6523,7158,5425,2602
Pakistan,0,0,0,275,4687,3960,8560,8234,9429,11833,4296,867,2305,6167,11014,8108,0,1157
United States of America,408,1344,7163,279,3189,2052,4860,1137,3170,2011,114,39,118,1308,175,781,1039,1074
Ireland,0,0,1,26,0,0,48,0,416,253,96,666,699,134,100,989,810,945
China,0,444,190,423,786,655,1002,1157,569,370,811,480,391,239,213,182,186,786
Belgium,19474,7775,4956,1862,3103,2413,4015,4529,3314,16187,9592,1759,850,3905,2360,761,777,758
Germany,1,9,719,1027,838,186,399,2703,2950,1366,261,1202,2347,855,1528,660,799,514
Netherlands,7743,11097,12691,4033,10990,4133,6434,12458,10224,757,683,51,341,504,132,138,224,505
Canada,0,13,2004,36,246,258,534,904,725,368,20,54,1,0,2,1,72,489
Mexico,0,0,0,20,0,47,6297,189,14,6,1,0,0,0,1,39,101,278
Austria,0,668,0,1971,3351,4852,10716,13950,9411,7316,700,66,103,606,247,228,782,211
Thailand,0,0,0,254,1130,1136,1724,2524,2170,2304,1382,440,751,499,21,25,119,176
Albania,0,0,0,0,0,0,0,0,0,207,266,0,0,0,0,0,0,138
Sweden,4,0,11,13,33,1,37,55,101,168,66,88,114,23,29,65,114,127
Namibia,0,0,0,3735,21935,1694,1741,7979,3784,1330,161,84,90,44,107,36,20,109
Poland,0,0,0,321,193,143,77,50,104,430,131,89,59,65,51,34,31,76
Cuba,0,0,0,2,0,0,0,115,1,2,0,0,0,129,0,30,80,71
United Arab Emirates,811,3875,24,210,6773,1824,860,5920,6294,9833,1971,668,568,346,26,0,566,70
Türkiye,0,0,0,992,225,16,88,183,557,308,30,214,169,25,1,1,34,66
Timor-Leste,0,0,0,0,0,0,189,166,0,0,0,0,0,0,0,16,0,57
"Congo, Democratic Republic of the",0,0,0,833,186,20,40,23,4304,11095,3150,5,1,50,8,18,20,41
Israel,1,0,5,8,97,624,1,10,27,12,17,11,37,9,12,50,14,37
Viet Nam,0,0,26,1776,6706,7818,3641,5089,4894,4549,2252,80,96,67,49,8,17,35
Australia,0,2,1666,68,378,31,186,843,1624,310,123,370,533,400,0,76,1,34
"Moldova, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,62,34
Argentina,9,331,3108,1980,5208,1721,436,328,1690,195,38,101,126,193,110,72,92,31
Denmark,425,2592,4089,494,215,113,33,150,92,59,26,28,0,47,10,0,18,23
Lebanon,762,2517,1720,1247,4152,6501,7803,11527,17786,5040,5340,5,18,35,13,9,13,23
Congo,68,0,0,2267,309,181,135,22,0,0,0,0,0,0,3,2,2,14
Norway,0,0,0,317,0,0,0,0,0,35,0,3,0,10,0,3,5,11
Switzerland,35,456,0,111,177,174,76,1106,1326,2043,504,45,5,141,4,30,0,9
"Macao, China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
