Importers,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019
World,0,0,0,0,0,0,3946,3279,187,122,96,0
"Iran, Islamic Republic of",0,0,0,0,0,0,3307,638,187,122,96,0
Pakistan,0,0,0,0,0,0,0,2590,0,0,0,0
India,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,639,52,0,0,0,0
HHI,0,0,0,0,0,0,0.500041918,0.559070373,1,1,1,0
