Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,4328,5684,6836,6298,8221,10055,10450,13439,16249,16944,31027,27885,30795,23868,26142,28429,29037,18572,23671,22318
China,1236,1576,1563,1834,2290,2175,1572,3061,1930,3119,4113,5283,3972,6476,7894,8417,9463,5798,6037,10949
South Africa,1350,1696,2792,2588,4178,5762,7528,8457,11891,11677,14056,17960,17228,13999,15295,15519,13467,9132,10712,5788
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2235
Pitcairn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1323
Bangladesh,0,0,0,0,0,0,0,0,4,47,62,1,725,916,610,1115,1249,684,1724,1060
United Arab Emirates,229,414,545,495,415,426,208,405,279,365,245,410,718,326,254,306,87,52,180,397
United States of America,18,52,55,80,39,99,36,27,61,25,89,201,99,269,145,96,530,96,106,170
Zimbabwe,610,118,212,94,56,119,65,89,258,112,16,133,115,199,135,147,59,68,153,163
Spain,0,0,0,0,0,1,1,0,1,1,1,0,0,0,16,8,1,22,75,53
United Kingdom,281,559,174,124,130,175,123,161,305,158,271,228,226,37,79,125,106,61,40,51
Pakistan,2,5,3,1,3,12,7,12,128,14,26,180,96,23,18,19,89,23,44,37
Botswana,24,4,1,27,8,4,1,2,13,1,733,32,14,13,195,101,44,26,44,24
Egypt,0,0,7,7,5,9,1,0,2,9,3,23,3,91,11,20,9,2,16,17
Australia,1,38,1,3,15,31,5,92,122,98,36,7,449,15,1,9,12,12,4,12
Switzerland,1,1,1,8,1,0,1,1,118,1,11,8,869,280,5,2,11,52,82,10
France,2,0,96,92,1,0,0,6,1,4,1,18,9,13,6,1,1,1,10,8
Germany,6,15,2,21,5,13,8,13,10,22,6143,31,11,9,44,6,11,69,102,5
Poland,0,0,0,0,2,0,0,0,0,0,0,0,3,1,3,0,0,1,5,5
Ethiopia,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Canada,5,2,1,5,20,5,1,0,8,0,6,50,18,49,168,54,24,4,16,2
Cyprus,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,5,0,2,2
Denmark,0,0,34,1,4,7,2,0,2,0,1,5,0,3,3,3,1,0,3,2
Austria,0,0,13,4,0,2,0,0,0,4,0,2,2,2,0,0,0,0,0,1
Belgium,1,2,1,6,5,1,10,6,6,6,2926,4,12,16,10,67,3,11,5,1
Finland,0,1,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1
Ghana,6,6,10,12,12,10,18,9,6,1,2,0,0,0,0,1,1,1,0,1
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Tokelau,0,2,1,4,4,0,0,5,0,0,2,2,0,0,0,0,0,1,0,0
Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,74,0,0
Andorra,0,0,0,0,0,1,1,0,2,0,0,2,4,0,1,0,0,7,0,0
Angola,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Argentina,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0
Bermuda,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0
Brazil,0,1,2,0,0,1,0,0,0,8,0,1,4834,0,0,0,4,0,0,0
Brunei Darussalam,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,8,4,0,0
Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
Sri Lanka,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Congo, Democratic Republic of the",1,4,11,2,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
Eritrea,0,0,0,0,0,0,0,0,13,46,0,0,24,0,0,0,0,0,0,0
Gabon,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Guinea,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
"Hong Kong, China",84,353,345,228,170,171,215,151,295,181,171,1226,82,79,81,346,600,171,226,0
Indonesia,74,21,8,10,0,1,0,0,0,22,35,34,9,5,0,16,32,4,0,0
Ireland,0,1,0,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,4,0
Israel,0,0,0,0,0,0,0,8,0,0,255,0,0,0,0,0,1,0,0,0
Italy,3,3,1,11,8,2,2,1,13,6,0,4,6,1,63,60,186,144,70,0
Jamaica,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
Japan,0,1,22,0,1,1,4,0,2,30,1,0,3,2,47,3,1,0,0,0
Kenya,73,76,97,112,307,270,70,453,469,540,321,801,339,178,47,120,255,11,17,0
"Korea, Republic of",1,0,0,1,0,0,0,1,0,1,9,8,4,4,13,6,4,1,2,0
Kuwait,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Lebanon,0,42,0,0,0,0,2,20,0,4,1,11,1,15,0,4,0,3,253,0
Lesotho,0,0,0,0,0,0,0,0,3,13,12,9,35,9,112,105,2,1,0,0
Madagascar,0,0,14,0,0,0,0,0,0,1,0,10,31,12,14,11,7,3,0,0
Malawi,2,0,0,1,0,3,0,0,0,0,3,2,0,1,1,0,0,1,0,0
Malaysia,0,0,0,0,0,3,0,29,1,20,2,2,0,13,1,0,0,0,0,0
Maldives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Mali,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mauritius,58,117,63,12,2,6,0,2,10,3,2,7,43,9,13,28,48,12,21,0
"Taipei, Chinese",17,5,1,8,22,260,181,41,15,13,95,5,0,67,0,3,0,0,0,0
"Moldova, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mozambique,0,0,0,0,4,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0
Namibia,8,0,11,0,26,5,0,4,19,0,5,9,2,7,5,14,10,6,1,0
Nepal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Netherlands,1,14,1,1,25,49,3,6,0,1,1,19,43,24,3,6,10,3,7,0
New Zealand,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0
Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Niger,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,1,1,1,2,1,2,2,3,1,1,1,3,0,0,0,1,1,1,0,0
Norway,0,0,1,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0
Peru,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Philippines,0,0,0,2,0,0,3,0,0,3,1,3,0,0,0,0,2,0,0,0
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0
Saint Lucia,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Saudi Arabia,0,0,0,0,1,1,1,0,0,0,0,1,3,0,0,0,11,0,0,0
Senegal,0,0,0,0,2,2,1,2,0,3,0,0,0,0,0,0,0,0,0,0
Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
India,43,52,280,109,207,183,144,103,118,166,1177,816,570,487,551,1053,2059,943,2093,0
Singapore,0,0,0,0,2,0,2,1,0,1,17,124,3,14,48,0,0,0,11,0
Viet Nam,0,0,0,0,0,0,18,0,0,0,0,9,0,3,0,0,4,3,0,0
Eswatini,0,0,0,0,0,0,7,0,0,1,0,7,31,20,49,68,109,5,0,0
Sweden,1,2,11,5,3,6,0,2,14,10,10,6,8,7,12,8,13,18,6,0
Syrian Arab Republic,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0
Thailand,143,430,349,228,98,140,91,143,35,72,48,56,22,86,100,146,191,48,26,0
Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,4,0,1,0
Türkiye,11,35,76,123,102,65,94,76,77,82,87,77,33,31,43,244,266,966,1551,0
Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
Uganda,0,4,1,9,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0
"Tanzania, United Republic of",36,28,27,23,12,18,7,33,13,20,16,4,27,38,20,6,27,15,20,0
Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HHI,0.33954166,0.327453577,0.387548425,0.423081937,0.506373404,0.546265745,0.687704574,0.609458693,0.693938827,0.665316368,0.442252747,0.621354273,0.531128395,0.589554168,0.598941002,0.558678623,0.501909125,0.518031059,0.447915453,0.464310714
