Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,3688,4527,5028,5793,7181,11168,10944,14355,18197,18423,14234,13370,12382,13128,10750,11740,10396,12969,26320,30468
France,1635,1699,2436,2818,2558,4237,3534,3005,3161,2930,2584,2954,1891,2217,2622,3382,2831,3350,6124,4993
Togo,839,1103,653,541,779,977,2116,3300,5094,2499,1643,1592,898,565,684,1860,1891,1181,2956,4228
Denmark,0,4,29,35,251,162,257,536,456,739,755,310,187,915,245,60,302,1443,3515,4081
Germany,96,26,125,166,298,403,259,419,394,938,854,376,574,506,146,256,281,981,2814,3927
Spain,638,1024,918,1128,1261,1749,1321,1429,1172,2063,985,457,502,449,217,294,247,654,2197,3201
Ghana,311,449,31,241,598,1201,700,910,1493,1090,1134,1840,2459,2132,2610,614,314,1020,568,2951
Netherlands,16,0,29,32,104,279,239,80,137,506,236,79,192,214,75,715,251,1158,1743,1679
United States of America,0,3,6,0,0,14,14,0,3,41,48,236,212,70,88,3,151,252,442,1000
Belgium,3,84,114,52,113,219,133,84,189,210,134,30,206,272,44,493,183,802,1184,931
United Kingdom,1,33,346,319,80,101,69,18,11,29,32,394,585,414,547,514,799,533,779,814
Brazil,0,29,40,6,6,39,145,0,0,0,3,0,0,1,0,0,0,4,369,795
India,0,0,0,33,195,142,92,468,852,1300,1266,1365,561,548,196,387,301,638,1335,436
Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,150
Côte d'Ivoire,8,17,3,7,32,8,17,111,115,162,107,106,190,191,100,112,46,101,311,146
Portugal,0,0,0,18,9,0,0,0,0,29,7,28,71,307,46,62,29,26,90,127
Nigeria,0,0,0,0,19,0,0,24,1,1,0,7,34,90,20,41,6,0,26,122
Senegal,0,0,0,0,0,0,103,652,1061,556,209,413,1610,1718,1321,1515,1670,268,755,116
Mali,52,17,41,57,33,363,204,580,810,1252,1335,926,930,1289,675,458,425,38,50,95
South Africa,53,0,0,3,52,44,166,108,27,33,4,33,10,24,18,37,35,44,64,89
China,1,0,43,52,21,120,107,266,453,399,459,376,213,239,102,121,194,143,246,82
Austria,0,0,0,0,0,67,53,197,127,254,158,156,194,24,0,0,0,29,52,59
Poland,0,0,0,0,0,0,0,0,0,9,13,0,0,0,11,0,10,91,205,58
Cameroon,0,0,46,121,27,181,312,491,944,930,715,450,311,497,247,260,198,25,9,55
Türkiye,0,0,0,0,10,92,55,9,0,69,1,68,49,35,0,0,0,9,23,52
Chile,0,0,0,0,0,0,0,35,36,40,35,0,11,21,1,0,0,0,0,48
"Moldova, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,37
United Arab Emirates,0,0,0,45,77,2,60,88,16,311,44,82,12,31,0,0,1,19,85,32
Switzerland,0,0,0,8,0,2,0,0,0,0,0,0,0,1,1,0,0,0,2,30
Viet Nam,0,0,0,0,0,0,0,0,0,32,0,18,0,1,0,0,0,5,24,26
Thailand,0,0,3,27,0,0,0,23,6,4,43,8,20,5,0,0,0,17,25,20
Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,48,15
Italy,0,27,39,32,41,56,56,197,272,82,43,32,24,39,68,52,42,4,10,15
