Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,4142,4121,2461,134,6543,8097,10312,13057,12435,10679,12637,10563,10195,8991,12038,5785,6987,3568,3071,1199
Greece,310,415,179,0,461,823,669,811,938,662,1095,607,525,411,457,421,217,381,568,317
China,498,722,304,46,1047,1751,2360,3430,3569,3475,3737,2962,3399,1184,3525,952,3310,878,978,262
Tunisia,651,837,300,0,634,1298,1266,1792,1129,1091,1418,1218,1053,1073,606,335,587,391,200,225
"Hong Kong, China",0,0,0,0,59,0,235,0,54,531,634,0,0,0,79,0,0,0,135,173
Germany,461,318,441,0,612,829,439,911,697,843,269,817,840,1568,1059,1147,347,757,412,87
United Arab Emirates,1305,730,543,73,1352,1205,2086,2446,1947,1972,2027,2013,1249,605,862,97,199,98,85,50
Netherlands,21,66,22,0,114,67,72,0,0,35,131,0,0,0,0,1,0,0,0,46
Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,1078,439,277,180,15
Israel,3,8,3,0,49,6,5,5,11,12,17,17,14,1,1,13,13,23,3,7
Canada,0,28,0,0,2,1,1,0,83,0,0,3,0,0,0,2,4,4,4,6
United States of America,50,45,1,0,307,100,70,44,13,71,202,256,160,50,152,249,94,106,107,6
Australia,0,174,0,0,0,2,0,0,0,1,1,0,2,0,0,1,0,2,10,2
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,2,2
South Africa,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
United States Minor Outlying Islands,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0
Albania,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,0,0,0,0,0,0,0,0,0,0,0,0,263,209,164,378,491,398,234,0
Austria,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0
Belgium,0,0,0,0,0,10,7,5,0,9,13,10,7,2,0,2,2,0,0,0
Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cuba,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,21,0,13,0,279,538,144,255,17,164,117,263,15,0,0,0,0,0,0,0
Djibouti,0,44,34,0,19,32,64,0,127,0,0,0,0,0,0,0,0,0,0,0
Guatemala,281,199,126,0,204,120,0,188,121,124,217,193,69,275,98,0,160,95,78,0
Iraq,0,0,0,0,0,0,0,85,0,0,28,0,429,1236,735,484,364,89,0,0
Italy,1,0,14,0,8,0,3,19,13,28,22,25,0,0,0,0,0,0,0,0
Jordan,0,0,0,0,0,0,89,83,89,0,277,380,165,0,74,0,95,0,0,0
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0
"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
Kuwait,0,0,0,0,0,0,190,0,252,0,0,222,304,0,109,0,0,0,0,0
"Libya, State of",0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0
Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0
Mexico,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,22,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0
New Zealand,0,0,0,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Pakistan,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,0,0,0,0,0,63,0,73,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,228,73,150,0,255,200,0,0,0,179,119,70,0,82,0,79,0,23,0,0
Sierra Leone,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,78,4,0,0,214,425,705,1148,566,390,582,487,603,198,163,0,115,43,17,0
Singapore,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,353,0,0,0
Viet Nam,0,0,0,0,0,0,902,724,1969,725,1260,853,1022,1952,3777,348,82,0,0,0
Sudan,0,0,0,0,0,0,0,0,0,52,0,12,13,0,36,0,0,0,0,0
Sudan (before 2012),0,213,72,15,54,53,16,131,53,0,0,0,0,0,0,0,0,0,0,0
Sweden,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,0,0,0,0,131,245,353,183,98,0,0,0,0,0,0,0,0,0,0,0
Türkiye,50,0,0,0,34,0,0,0,0,0,0,0,0,86,0,104,0,0,0,0
Uganda,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,33,86,105,0,199,43,114,0,79,0,0,0,0,0,0,50,0,0,57,0
United Kingdom,0,0,0,0,0,0,0,0,1,2,1,2,0,1,0,0,0,2,0,0
Yemen,128,102,91,0,357,277,399,334,350,224,297,152,61,43,29,0,28,0,0,0
