Importers,Exported value in 2001,Exported value in 2002,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018
World,3,0,0,0,0,1,0,0,9,158,224,453,525,524,245,369,500,522
Nauru,0,0,0,0,0,0,0,0,0,10,27,172,15,26,13,14,136,177
Vanuatu,0,0,0,0,0,0,0,0,0,0,9,95,285,189,123,134,105,172
Kiribati,0,0,0,0,0,0,0,0,0,47,144,171,187,283,106,219,257,171
Papua New Guinea,0,0,0,0,0,0,0,0,0,42,10,14,12,0,0,0,2,2
Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
Australia,3,0,0,0,0,1,0,0,9,0,0,0,0,0,2,2,0,0
Fiji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuvalu,0,0,0,0,0,0,0,0,0,59,33,0,0,0,0,0,0,0
HHI,1,0,0,0,0,1,0,0,1,0.100174055,0.408688057,0.151683365,0.370556254,0.30616353,0.329835757,0.393670795,0.236601795,0.150433785
