Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
Total,7,19,18,15,34,49,99,99,2,166,149,100,146,138,267,2430,192,94,505,324
Belgium,0,0,0,0,0,0,9,0,0,0,0,0,73,58,232,86,116,35,217,216
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,14,8,57,7,30,20,24,42,68
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,60,35
Malawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Egypt,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
France,6,16,14,15,34,49,90,17,0,0,53,86,65,20,15,22,53,4,39,0
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,136,0
Niger,0,0,0,0,0,0,0,82,2,163,15,0,0,3,0,2292,0,0,8,0
Cameroon,1,3,0,0,0,0,0,0,0,3,81,0,0,0,0,0,0,0,0,0
HHI,0.552622199,0.511016441,0.34754754,1,1,1,0.705097496,0.473854394,1,0.938865113,0.189423053,0.560661855,0.22328576,0.214454705,0.744964681,0.887995521,0.345081704,0.121419911,0.249790001,0.505359031
