Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Senegal,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Tanzania, United Republic of",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Venezuela, Bolivarian Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
HHI,0.315072777,0.825593324,0.493411728,0,0,0,0,0,0,0,0.175472187,0.226100162,0.207255174,0.455806934,0.175844849,0.331611644,0.435309751,0.226717921
